"","wave","happiness","religionmem","freedom","health","income"
"6269",4,2,2,10,1,8
"6270",4,2,1,8,2,7
"6271",4,2,2,5,2,7
"6272",4,1,2,10,1,2
"6273",4,1,1,10,1,10
"6274",4,2,1,3,3,7
"6275",4,1,1,8,2,2
"6276",4,2,1,6,2,9
"6277",4,2,1,7,1,5
"6278",4,2,1,8,2,6
"6279",4,2,2,6,2,5
"6280",4,2,1,8,2,3
"6281",4,2,1,9,2,4
"6282",4,1,2,8,2,2
"6283",4,2,1,10,2,3
"6284",4,1,1,9,2,8
"6285",4,2,1,10,1,4
"6286",4,2,1,5,3,8
"6287",4,1,1,9,2,8
"6288",4,2,2,9,2,3
"6289",4,2,1,6,2,7
"6290",4,2,1,4,2,5
"6291",4,1,1,8,1,7
"6292",4,1,1,7,1,8
"6293",4,2,1,7,1,8
"6294",4,2,1,9,2,5
"6295",4,2,2,9,2,4
"6296",4,1,1,10,1,9
"6297",4,1,1,9,2,5
"6298",4,1,1,10,2,6
"6299",4,1,1,8,1,7
"6300",4,1,1,5,1,1
"6301",4,2,1,6,2,5
"6302",4,2,2,5,3,3
"6303",4,2,1,8,2,3
"6304",4,1,1,7,2,4
"6305",4,2,1,8,1,5
"6306",4,2,1,8,2,3
"6307",4,2,2,10,1,4
"6308",4,1,1,8,1,4
"6309",4,2,1,9,2,9
"6310",4,1,1,10,2,7
"6311",4,3,2,7,4,3
"6312",4,2,2,6,1,5
"6313",4,2,2,5,1,8
"6314",4,1,1,10,1,5
"6315",4,2,1,8,1,NA
"6316",4,2,2,8,3,2
"6317",4,NA,2,8,1,1
"6318",4,1,1,8,1,5
"6319",4,1,1,5,1,5
"6320",4,1,2,8,1,1
"6321",4,1,2,9,1,NA
"6322",4,1,1,7,1,1
"6323",4,1,1,10,1,NA
"6324",4,2,1,9,2,4
"6325",4,2,1,7,1,9
"6326",4,1,1,7,3,1
"6327",4,2,2,8,1,3
"6328",4,2,1,9,2,7
"6329",4,2,1,8,3,3
"6330",4,2,2,8,3,6
"6331",4,3,1,4,2,5
"6332",4,3,2,NA,2,NA
"6333",4,1,1,10,1,1
"6334",4,1,1,7,2,1
"6335",4,2,1,10,3,2
"6336",4,1,1,5,3,1
"6337",4,1,1,10,1,2
"6338",4,1,1,8,1,6
"6339",4,1,1,7,1,7
"6340",4,1,1,10,1,9
"6341",4,1,2,10,1,7
"6342",4,2,1,9,2,7
"6343",4,1,1,8,2,5
"6344",4,1,2,8,1,8
"6345",4,2,1,6,2,4
"6346",4,1,1,10,1,3
"6347",4,3,2,4,2,6
"6348",4,1,2,8,2,7
"6349",4,2,2,9,2,7
"6350",4,1,1,10,1,4
"6351",4,1,2,8,1,6
"6352",4,1,2,9,1,4
"6353",4,2,2,10,2,3
"6354",4,2,1,10,1,9
"6355",4,1,2,8,3,4
"6356",4,2,2,10,2,3
"6357",4,2,2,7,3,3
"6358",4,1,2,6,1,NA
"6359",4,1,1,8,2,1
"6360",4,1,2,10,1,NA
"6361",4,2,2,9,2,3
"6362",4,1,2,10,2,6
"6363",4,1,2,3,2,10
"6364",4,2,2,6,1,6
"6365",4,2,2,9,1,7
"6366",4,1,2,9,1,6
"6367",4,1,2,8,1,4
"6368",4,2,2,10,1,1
"6369",4,2,2,5,2,4
"6370",4,1,2,10,2,5
"6371",4,2,1,8,2,8
"6372",4,2,1,10,2,3
"6373",4,1,1,8,1,7
"6374",4,2,2,7,3,2
"6375",4,3,2,6,3,1
"6376",4,1,1,10,1,8
"6377",4,1,1,3,1,4
"6378",4,2,1,8,1,8
"6379",4,2,2,7,2,5
"6380",4,2,2,8,1,5
"6381",4,2,2,9,2,7
"6382",4,1,1,9,1,8
"6383",4,2,2,8,1,7
"6384",4,3,2,4,1,10
"6385",4,2,2,9,2,10
"6386",4,2,2,8,1,4
"6387",4,2,2,10,2,5
"6388",4,1,2,8,2,9
"6389",4,2,2,9,2,5
"6390",4,1,1,9,1,2
"6391",4,1,1,7,1,7
"6392",4,2,2,5,1,6
"6393",4,2,2,8,1,5
"6394",4,2,2,5,2,1
"6395",4,2,2,8,1,7
"6396",4,2,2,8,3,1
"6397",4,2,2,9,2,3
"6398",4,3,2,8,3,2
"6399",4,1,2,10,3,9
"6400",4,1,1,9,3,NA
"6401",4,2,2,6,1,3
"6402",4,1,2,10,2,9
"6403",4,1,2,10,1,2
"6404",4,2,1,8,2,6
"6405",4,2,1,10,1,6
"6406",4,2,2,10,2,8
"6407",4,1,2,10,1,8
"6408",4,2,1,7,2,1
"6409",4,1,1,7,1,NA
"6410",4,2,2,10,1,4
"6411",4,2,1,9,2,2
"6412",4,1,1,10,1,10
"6413",4,2,1,7,2,6
"6414",4,1,1,10,2,8
"6415",4,1,1,10,3,5
"6416",4,2,2,7,2,10
"6417",4,1,1,5,3,1
"6418",4,3,2,5,3,1
"6419",4,1,1,9,1,6
"6420",4,1,2,10,2,8
"6421",4,2,1,8,2,8
"6422",4,1,2,7,2,3
"6423",4,2,1,6,3,4
"6424",4,2,2,8,1,7
"6425",4,1,2,4,1,7
"6426",4,2,2,9,1,5
"6427",4,2,2,10,2,3
"6428",4,2,2,9,1,3
"6429",4,1,1,7,2,4
"6430",4,1,2,10,1,7
"6431",4,2,2,5,2,8
"6432",4,2,1,9,1,3
"6433",4,2,1,8,2,7
"6434",4,2,2,10,1,8
"6435",4,2,1,8,2,4
"6436",4,1,1,6,1,5
"6437",4,2,2,7,1,5
"6438",4,2,1,5,2,7
"6439",4,1,1,9,1,6
"6440",4,2,2,8,2,2
"6441",4,2,2,7,2,6
"6442",4,1,1,8,1,9
"6443",4,1,1,9,1,9
"6444",4,2,1,7,1,6
"6445",4,1,1,8,1,8
"6446",4,2,1,5,3,7
"6447",4,2,1,10,1,8
"6448",4,2,1,8,2,3
"6449",4,1,1,8,1,8
"6450",4,1,1,10,1,8
"6451",4,1,1,10,2,6
"6452",4,2,1,8,2,10
"6453",4,2,2,8,1,6
"6454",4,1,1,8,3,NA
"6455",4,1,1,8,2,2
"6456",4,1,1,6,2,7
"6457",4,1,1,10,1,7
"6458",4,1,1,8,1,5
"6459",4,1,1,9,1,8
"6460",4,2,2,10,1,10
"6461",4,2,2,7,1,3
"6462",4,1,1,10,1,10
"6463",4,2,2,10,3,9
"6464",4,2,2,9,2,8
"6465",4,2,2,9,3,4
"6466",4,2,2,10,2,5
"6467",4,2,1,9,1,3
"6468",4,1,2,5,2,4
"6469",4,1,2,6,2,1
"6470",4,1,1,10,1,6
"6471",4,2,1,7,1,4
"6472",4,1,2,8,1,9
"6473",4,1,2,8,3,2
"6474",4,2,1,10,2,2
"6475",4,2,2,7,1,1
"6476",4,1,1,5,2,5
"6477",4,1,2,7,3,NA
"6478",4,2,2,8,2,10
"6479",4,2,1,10,3,6
"6480",4,2,2,9,1,4
"6481",4,2,2,9,3,10
"6482",4,2,1,8,2,8
"6483",4,2,2,10,2,7
"6484",4,2,2,9,1,6
"6485",4,1,2,10,3,5
"6486",4,1,2,9,1,7
"6487",4,2,1,7,1,2
"6488",4,2,2,8,3,3
"6489",4,1,1,10,2,2
"6490",4,1,1,8,1,6
"6491",4,1,2,9,1,4
"6492",4,2,2,5,1,5
"6493",4,2,1,10,3,1
"6494",4,1,1,9,1,7
"6495",4,1,1,10,1,1
"6496",4,2,1,9,2,4
"6497",4,1,2,10,2,3
"6498",4,2,2,10,1,2
"6499",4,1,1,5,4,5
"6500",4,2,2,9,2,4
"6501",4,2,2,8,1,4
"6502",4,2,1,5,3,4
"6503",4,1,2,10,2,2
"6504",4,1,2,7,2,7
"6505",4,2,1,7,1,5
"6506",4,1,2,9,1,10
"6507",4,2,2,8,2,6
"6508",4,2,1,10,1,6
"6509",4,2,2,8,1,7
"6510",4,2,2,9,1,6
"6511",4,2,1,8,2,8
"6512",4,2,1,8,1,5
"6513",4,1,1,8,1,9
"6514",4,1,2,10,1,9
"6515",4,2,2,9,1,10
"6516",4,2,2,7,3,9
"6517",4,2,1,8,1,6
"6518",4,2,1,9,2,7
"6519",4,3,2,3,3,4
"6520",4,1,2,10,2,8
"6521",4,3,2,4,2,9
"6522",4,2,1,9,2,8
"6523",4,1,1,7,4,1
"6524",4,2,2,8,2,6
"6525",4,1,1,9,1,9
"6526",4,2,1,6,2,10
"6527",4,3,2,5,3,2
"6528",4,2,1,9,1,10
"6529",4,1,2,6,1,3
"6530",4,2,1,10,1,2
"6531",4,2,1,9,1,8
"6532",4,2,1,8,2,3
"6533",4,2,2,8,1,2
"6534",4,1,2,10,3,1
"6535",4,2,2,9,2,9
"6536",4,2,1,8,2,10
"6537",4,2,1,1,2,6
"6538",4,1,1,10,2,6
"6539",4,2,2,9,2,10
"6540",4,2,1,8,2,6
"6541",4,1,1,5,2,2
"6542",4,2,1,9,2,NA
"6543",4,2,1,7,3,6
"6544",4,2,1,9,2,2
"6545",4,2,2,7,2,3
"6546",4,2,1,7,2,8
"6547",4,2,1,10,2,3
"6548",4,2,2,8,1,6
"6549",4,1,2,8,2,4
"6550",4,NA,1,9,1,3
"6551",4,2,1,8,1,9
"6552",4,2,1,8,2,7
"6553",4,2,2,10,1,4
"6554",4,2,2,8,1,6
"6555",4,2,2,8,1,8
"6556",4,2,2,8,2,9
"6557",4,3,1,5,1,9
"6558",4,2,2,6,3,4
"6559",4,1,1,10,2,8
"6560",4,2,2,8,2,NA
"6561",4,2,2,10,1,10
"6562",4,2,1,6,4,NA
"6563",4,1,2,7,1,9
"6564",4,3,1,2,2,1
"6565",4,1,1,7,2,8
"6566",4,2,2,8,2,7
"6567",4,1,2,8,1,2
"6568",4,1,2,5,1,NA
"6569",4,1,2,10,2,1
"6570",4,2,2,8,1,10
"6571",4,2,1,9,1,2
"6572",4,2,1,8,1,5
"6573",4,1,1,9,1,9
"6574",4,1,1,8,4,8
"6575",4,1,1,10,1,9
"6576",4,2,1,9,3,7
"6577",4,2,1,8,2,2
"6578",4,1,2,9,2,7
"6579",4,1,1,8,1,6
"6580",4,1,1,5,2,7
"6581",4,2,1,9,1,7
"6582",4,1,1,10,1,5
"6583",4,1,1,9,1,6
"6584",4,2,1,5,3,3
"6585",4,2,1,7,3,NA
"6586",4,1,1,10,1,3
"6587",4,2,1,6,3,1
"6588",4,1,2,10,2,7
"6589",4,2,2,7,2,7
"6590",4,2,2,10,2,5
"6591",4,2,2,7,3,4
"6592",4,1,1,8,1,9
"6593",4,1,1,8,2,8
"6594",4,2,1,7,1,5
"6595",4,2,1,9,1,7
"6596",4,1,1,8,2,3
"6597",4,1,1,10,3,7
"6598",4,2,2,7,2,7
"6599",4,2,2,9,1,3
"6600",4,3,2,8,2,3
"6601",4,2,1,10,1,7
"6602",4,1,2,5,2,7
"6603",4,2,2,6,3,4
"6604",4,2,1,5,2,3
"6605",4,2,2,5,1,3
"6606",4,1,2,9,2,2
"6607",4,2,1,10,1,6
"6608",4,2,2,8,2,8
"6609",4,1,2,7,2,7
"6610",4,2,2,3,3,1
"6611",4,2,2,10,1,5
"6612",4,2,1,8,1,9
"6613",4,2,2,10,1,5
"6614",4,1,1,10,2,5
"6615",4,2,2,7,2,6
"6616",4,1,1,10,2,NA
"6617",4,2,2,9,1,NA
"6618",4,2,2,7,2,NA
"6619",4,2,1,4,2,6
"6620",4,2,1,10,3,2
"6621",4,NA,2,8,2,1
"6622",4,3,2,9,2,NA
"6623",4,2,1,9,1,6
"6624",4,2,1,8,2,6
"6625",4,1,2,10,1,7
"6626",4,1,2,9,1,6
"6627",4,3,2,10,1,NA
"6628",4,2,2,10,2,4
"6629",4,3,2,5,2,2
"6630",4,2,2,10,3,3
"6631",4,2,2,7,3,10
"6632",4,2,2,8,2,5
"6633",4,2,2,8,2,1
"6634",4,2,1,6,2,4
"6635",4,2,1,8,2,6
"6636",4,2,2,4,3,NA
"6637",4,2,2,9,2,NA
"6638",4,2,2,6,1,4
"6639",4,1,1,7,1,7
"6640",4,2,1,7,3,10
"6641",4,2,1,9,1,7
"6642",4,1,2,10,1,8
"6643",4,2,2,10,2,4
"6644",4,2,1,2,3,9
"6645",4,2,2,10,2,9
"6646",4,1,1,10,2,6
"6647",4,1,1,8,2,8
"6648",4,NA,1,5,4,NA
"6649",4,2,1,8,2,5
"6650",4,2,1,7,2,9
"6651",4,2,1,6,1,9
"6652",4,1,2,8,1,9
"6653",4,2,1,7,1,4
"6654",4,1,2,8,2,7
"6655",4,2,2,10,2,5
"6656",4,3,1,8,2,5
"6657",4,1,1,10,4,3
"6658",4,2,2,8,1,5
"6659",4,1,1,7,1,10
"6660",4,2,1,5,3,2
"6661",4,1,2,7,1,4
"6662",4,2,1,9,2,NA
"6663",4,1,1,2,1,5
"6664",4,2,2,9,1,2
"6665",4,3,2,8,1,NA
"6666",4,2,1,7,1,9
"6667",4,2,2,5,2,NA
"6668",4,2,2,7,3,3
"6669",4,1,1,8,1,3
"6670",4,2,1,9,3,10
"6671",4,2,2,10,1,3
"6672",4,2,2,9,2,10
"6673",4,1,1,8,2,9
"6674",4,2,2,8,1,10
"6675",4,1,1,8,1,10
"6676",4,2,2,5,3,7
"6677",4,2,2,7,2,10
"6678",4,2,1,9,2,8
"6679",4,2,2,9,1,4
"6680",4,3,2,4,2,5
"6681",4,2,1,9,1,6
"6682",4,1,2,8,1,7
"6683",4,1,2,10,1,2
"6684",4,2,2,10,2,7
"6685",4,2,1,8,1,7
"6686",4,1,1,10,2,6
"6687",4,2,2,9,1,4
"6688",4,2,1,10,1,7
"6689",4,1,2,9,1,5
"6690",4,1,2,8,1,7
"6691",4,2,1,6,2,3
"6692",4,2,1,9,1,5
"6693",4,2,2,10,2,6
"6694",4,1,1,10,1,7
"6695",4,1,2,5,1,5
"6696",4,1,2,10,1,10
"6697",4,1,2,10,1,5
"6698",4,2,1,9,1,9
"6699",4,2,2,7,1,3
"6700",4,2,1,10,1,2
"6701",4,1,1,8,2,10
"6702",4,2,1,10,3,1
"6703",4,1,1,9,2,10
"6704",4,1,2,9,1,10
"6705",4,3,2,10,1,10
"6706",4,1,1,8,1,10
"6707",4,2,1,8,2,8
"6708",4,3,1,8,3,5
"6709",4,1,2,10,1,8
"6710",4,1,1,9,2,6
"6711",4,2,1,9,2,4
"6712",4,2,2,8,2,4
"6713",4,2,2,8,2,7
"6714",4,2,1,6,2,9
"6715",4,1,1,8,1,NA
"6716",4,2,1,7,2,9
"6717",4,2,2,9,2,6
"6718",4,2,1,8,2,8
"6719",4,2,1,8,1,4
"6720",4,2,1,8,1,4
"6721",4,1,2,8,2,6
"6722",4,2,1,5,3,4
"6723",4,2,1,10,1,7
"6724",4,2,1,8,1,4
"6725",4,1,1,10,1,10
"6726",4,1,1,7,1,4
"6727",4,2,1,9,2,2
"6728",4,1,2,9,2,4
"6729",4,1,2,8,1,2
"6730",4,1,1,8,3,7
"6731",4,1,1,9,1,6
"6732",4,1,2,10,3,4
"6733",4,2,1,9,1,8
"6734",4,1,1,9,2,4
"6735",4,1,2,7,2,6
"6736",4,2,1,9,2,9
"6737",4,2,2,10,1,2
"6738",4,2,2,8,1,9
"6739",4,1,2,10,1,3
"6740",4,1,1,8,1,2
"6741",4,1,2,10,1,2
"6742",4,2,1,5,2,8
"6743",4,1,1,10,1,7
"6744",4,1,2,9,1,9
"6745",4,1,1,9,1,8
"6746",4,1,1,10,1,8
"6747",4,2,1,9,2,2
"6748",4,2,2,7,3,8
"6749",4,1,1,9,2,8
"6750",4,1,2,10,1,4
"6751",4,2,2,10,2,7
"6752",4,3,1,10,1,3
"6753",4,1,2,10,1,4
"6754",4,2,1,8,2,6
"6755",4,1,2,10,3,7
"6756",4,1,2,10,1,7
"6757",4,1,2,8,1,7
"6758",4,1,2,8,2,8
"6759",4,3,2,5,3,3
"6760",4,1,1,7,2,10
"6761",4,2,1,6,1,2
"6762",4,2,2,10,2,2
"6763",4,2,2,7,2,1
"6764",4,1,1,8,1,2
"6765",4,2,1,9,1,10
"6766",4,1,1,10,1,9
"6767",4,1,2,9,1,4
"6768",4,1,1,9,1,4
"6769",4,2,1,2,2,9
"6770",4,1,1,5,1,2
"6771",4,1,2,10,1,10
"6772",4,2,1,10,2,4
"6773",4,2,1,8,2,7
"6774",4,3,1,1,3,1
"6775",4,1,2,9,1,10
"6776",4,2,1,8,1,9
"6777",4,1,1,10,2,6
"6778",4,1,1,9,1,8
"6779",4,2,1,9,1,8
"6780",4,2,2,5,2,4
"6781",4,2,2,10,3,10
"6782",4,2,1,9,2,6
"6783",4,2,2,10,1,10
"6784",4,2,2,9,2,10
"6785",4,1,1,8,1,7
"6786",4,2,2,7,4,8
"6787",4,3,1,8,4,3
"6788",4,2,1,8,3,5
"6789",4,1,1,9,1,7
"6790",4,1,1,8,2,7
"6791",4,2,1,8,2,4
"6792",4,2,1,8,1,6
"6793",4,2,1,8,1,7
"6794",4,2,1,7,1,3
"6795",4,2,1,9,1,7
"6796",4,2,1,8,2,8
"6797",4,3,2,8,3,6
"6798",4,1,1,8,1,8
"6799",4,2,2,10,1,2
"6800",4,2,2,9,1,NA
"6801",4,2,2,9,3,2
"6802",4,1,1,8,1,9
"6803",4,1,2,8,2,5
"6804",4,2,1,9,3,10
"6805",4,2,1,8,2,10
"6806",4,2,2,8,2,5
"6807",4,2,1,8,2,9
"6808",4,1,1,10,1,6
"6809",4,2,2,7,2,7
"6810",4,1,1,7,1,6
"6811",4,2,1,10,2,4
"6812",4,1,2,6,1,NA
"6813",4,1,1,10,1,9
"6814",4,2,2,6,1,7
"6815",4,1,1,5,2,NA
"6816",4,2,2,8,1,4
"6817",4,1,1,8,1,8
"6818",4,2,1,7,1,3
"6819",4,1,2,8,2,9
"6820",4,1,1,9,1,7
"6821",4,2,2,10,2,10
"6822",4,2,2,8,2,2
"6823",4,1,1,10,4,6
"6824",4,3,2,7,1,2
"6825",4,1,1,10,1,4
"6826",4,2,1,4,3,3
"6827",4,1,1,9,3,2
"6828",4,2,1,8,2,5
"6829",4,2,1,9,4,7
"6830",4,2,2,9,1,6
"6831",4,2,2,6,3,1
"6832",4,2,2,10,2,5
"6833",4,2,1,8,2,4
"6834",4,1,1,9,1,3
"6835",4,1,1,7,1,6
"6836",4,1,1,10,1,4
"6837",4,3,2,10,4,1
"6838",4,1,2,9,2,2
"6839",4,2,1,10,1,6
"6840",4,2,2,9,2,4
"6841",4,1,1,9,1,6
"6842",4,2,2,9,1,7
"6843",4,2,1,8,2,2
"6844",4,1,1,9,2,10
"6845",4,1,1,7,2,3
"6846",4,2,2,9,1,5
"6847",4,2,1,9,2,9
"6848",4,1,1,8,2,9
"6849",4,1,1,8,2,7
"6850",4,2,1,9,2,5
"6851",4,3,2,3,4,1
"6852",4,2,2,9,2,9
"6853",4,1,1,6,3,NA
"6854",4,3,1,7,4,3
"6855",4,1,2,10,2,7
"6856",4,1,1,7,2,6
"6857",4,2,2,5,1,NA
"6858",4,1,2,10,2,NA
"6859",4,2,1,6,4,4
"6860",4,3,1,8,1,7
"6861",4,2,1,6,2,9
"6862",4,2,1,9,1,8
"6863",4,1,1,10,2,5
"6864",4,2,2,7,3,1
"6865",4,2,1,9,2,8
"6866",4,NA,2,10,3,2
"6867",4,2,1,10,2,4
"6868",4,2,2,7,3,2
"6869",4,2,1,10,2,10
"6870",4,2,1,9,2,7
"6871",4,3,1,10,2,3
"6872",4,1,1,7,2,8
"6873",4,1,2,10,2,2
"6874",4,2,2,8,2,4
"6875",4,2,1,4,2,1
"6876",4,3,1,3,4,1
"6877",4,2,2,7,2,6
"6878",4,2,1,6,3,2
"6879",4,2,1,9,1,8
"6880",4,2,1,9,1,5
"6881",4,1,1,9,2,7
"6882",4,1,1,10,3,5
"6883",4,1,1,6,1,3
"6884",4,1,1,10,1,4
"6885",4,1,1,10,2,3
"6886",4,2,1,9,2,5
"6887",4,2,1,7,1,6
"6888",4,1,1,8,2,8
"6889",4,3,2,2,3,2
"6890",4,2,1,8,2,1
"6891",4,1,1,9,1,5
"6892",4,2,1,10,2,4
"6893",4,1,1,8,1,6
"6894",4,3,2,3,3,4
"6895",4,1,1,10,3,3
"6896",4,3,2,4,3,6
"6897",4,1,1,10,1,5
"6898",4,1,1,6,2,2
"6899",4,2,2,9,2,8
"6900",4,1,2,6,3,3
"6901",4,1,1,2,2,2
"6902",4,2,2,8,3,4
"6903",4,1,1,8,2,6
"6904",4,2,2,7,2,5
"6905",4,1,1,9,1,9
"6906",4,1,2,10,1,6
"6907",5,2,2,4,3,3
"6908",5,4,2,5,4,4
"6909",5,1,1,8,1,7
"6910",5,2,2,8,3,7
"6911",5,1,1,10,3,1
"6912",5,2,2,5,2,2
"6913",5,2,2,7,4,3
"6914",5,2,2,8,2,6
"6915",5,1,2,10,1,7
"6916",5,2,2,5,3,NA
"6917",5,2,1,7,2,3
"6918",5,2,2,6,2,2
"6919",5,2,1,8,2,7
"6920",5,1,2,NA,2,NA
"6921",5,1,1,5,3,NA
"6922",5,1,2,10,1,7
"6923",5,2,2,8,2,3
"6924",5,1,2,7,2,6
"6925",5,1,1,7,2,6
"6926",5,1,2,9,1,6
"6927",5,1,2,5,2,6
"6928",5,2,2,10,2,5
"6929",5,2,2,5,1,1
"6930",5,2,2,8,1,6
"6931",5,2,2,5,2,4
"6932",5,1,2,9,1,8
"6933",5,2,2,8,2,4
"6934",5,1,1,10,2,4
"6935",5,2,1,5,3,4
"6936",5,2,2,7,1,5
"6937",5,2,2,6,1,6
"6938",5,2,1,6,2,3
"6939",5,2,1,7,3,5
"6940",5,1,2,8,1,7
"6941",5,1,2,10,2,4
"6942",5,1,1,10,1,6
"6943",5,2,2,7,2,6
"6944",5,2,2,8,2,4
"6945",5,2,2,8,3,1
"6946",5,2,2,5,2,8
"6947",5,1,1,10,2,5
"6948",5,1,1,10,2,2
"6949",5,2,2,7,2,6
"6950",5,2,2,NA,3,NA
"6951",5,2,2,8,2,6
"6952",5,1,2,9,2,7
"6953",5,1,1,10,1,NA
"6954",5,2,2,8,1,7
"6955",5,1,1,7,2,4
"6956",5,1,1,8,3,3
"6957",5,1,1,10,2,5
"6958",5,1,2,8,2,6
"6959",5,1,2,8,2,1
"6960",5,2,2,6,3,6
"6961",5,1,2,7,1,6
"6962",5,2,2,7,2,5
"6963",5,1,1,9,2,5
"6964",5,2,2,8,2,7
"6965",5,2,2,7,2,7
"6966",5,1,1,5,2,2
"6967",5,2,2,7,2,5
"6968",5,1,1,10,2,6
"6969",5,2,2,9,3,5
"6970",5,1,2,6,2,7
"6971",5,1,2,8,2,7
"6972",5,2,2,10,2,3
"6973",5,1,2,9,1,7
"6974",5,3,2,7,4,4
"6975",5,1,1,7,2,6
"6976",5,2,2,7,3,7
"6977",5,2,1,9,2,5
"6978",5,2,2,8,3,2
"6979",5,1,2,9,2,5
"6980",5,2,2,10,4,6
"6981",5,1,1,8,2,4
"6982",5,2,2,9,1,5
"6983",5,2,2,9,2,NA
"6984",5,1,2,10,2,5
"6985",5,2,2,8,2,8
"6986",5,1,2,7,1,4
"6987",5,2,2,8,1,6
"6988",5,3,1,6,3,NA
"6989",5,1,2,9,2,4
"6990",5,1,1,10,1,3
"6991",5,1,1,7,2,3
"6992",5,2,1,7,2,5
"6993",5,1,1,9,2,1
"6994",5,2,2,8,2,NA
"6995",5,1,2,10,1,1
"6996",5,2,1,8,2,NA
"6997",5,2,1,6,3,5
"6998",5,2,2,5,2,5
"6999",5,1,2,10,2,1
"7000",5,2,2,9,3,5
"7001",5,2,2,7,1,7
"7002",5,1,2,5,3,7
"7003",5,1,2,10,1,5
"7004",5,2,2,10,2,4
"7005",5,1,1,9,2,5
"7006",5,1,1,8,2,6
"7007",5,1,1,10,2,5
"7008",5,2,2,10,4,3
"7009",5,4,1,8,3,6
"7010",5,2,2,5,4,5
"7011",5,1,1,9,1,6
"7012",5,1,1,10,2,5
"7013",5,1,2,8,2,5
"7014",5,1,2,10,2,5
"7015",5,2,1,8,2,NA
"7016",5,1,2,8,2,NA
"7017",5,1,1,NA,1,4
"7018",5,2,2,5,1,5
"7019",5,1,1,7,2,5
"7020",5,2,2,10,3,5
"7021",5,1,2,9,1,5
"7022",5,1,2,10,2,6
"7023",5,3,1,5,3,2
"7024",5,1,1,9,4,3
"7025",5,1,2,8,3,NA
"7026",5,2,2,8,3,5
"7027",5,1,1,8,1,6
"7028",5,1,2,9,2,3
"7029",5,2,2,5,3,3
"7030",5,3,1,5,2,5
"7031",5,2,2,9,1,7
"7032",5,3,2,10,3,6
"7033",5,1,2,7,2,4
"7034",5,2,2,9,2,4
"7035",5,3,2,6,3,5
"7036",5,2,1,10,2,5
"7037",5,2,2,3,1,2
"7038",5,2,2,9,2,5
"7039",5,1,2,10,2,6
"7040",5,1,1,9,2,4
"7041",5,2,2,5,2,6
"7042",5,2,1,10,1,5
"7043",5,2,1,4,1,6
"7044",5,2,2,6,3,5
"7045",5,1,2,9,4,1
"7046",5,1,1,10,1,3
"7047",5,2,1,10,1,4
"7048",5,1,1,7,1,7
"7049",5,1,1,10,1,6
"7050",5,1,1,10,1,6
"7051",5,2,2,7,4,3
"7052",5,3,2,7,3,4
"7053",5,2,1,7,2,3
"7054",5,2,2,5,2,3
"7055",5,2,2,7,2,8
"7056",5,1,2,8,1,NA
"7057",5,2,2,10,3,6
"7058",5,3,2,3,4,3
"7059",5,2,2,10,4,5
"7060",5,3,2,7,2,4
"7061",5,2,2,5,2,2
"7062",5,1,2,7,2,4
"7063",5,2,2,7,2,7
"7064",5,1,2,8,2,7
"7065",5,2,1,9,3,5
"7066",5,1,2,9,1,5
"7067",5,1,2,10,2,3
"7068",5,2,2,7,2,2
"7069",5,2,1,9,1,3
"7070",5,1,2,8,2,5
"7071",5,2,1,6,2,5
"7072",5,2,2,6,2,3
"7073",5,2,2,7,2,NA
"7074",5,2,2,7,2,5
"7075",5,2,2,9,2,3
"7076",5,3,2,4,3,5
"7077",5,3,2,9,3,7
"7078",5,2,2,10,2,5
"7079",5,1,1,10,2,5
"7080",5,2,1,8,2,4
"7081",5,1,1,8,2,6
"7082",5,2,1,7,2,5
"7083",5,2,2,8,2,5
"7084",5,2,2,6,3,7
"7085",5,2,2,10,2,8
"7086",5,2,2,9,1,6
"7087",5,2,1,7,2,3
"7088",5,1,2,7,1,4
"7089",5,3,2,5,3,3
"7090",5,2,1,10,3,5
"7091",5,1,1,8,1,4
"7092",5,2,2,6,2,6
"7093",5,2,2,8,2,3
"7094",5,2,2,8,1,5
"7095",5,2,2,8,3,NA
"7096",5,2,2,10,4,6
"7097",5,2,2,10,3,6
"7098",5,2,1,7,1,7
"7099",5,2,2,9,3,7
"7100",5,2,2,7,3,5
"7101",5,3,1,2,3,2
"7102",5,1,2,7,2,7
"7103",5,2,2,8,2,7
"7104",5,1,1,10,2,2
"7105",5,2,2,8,2,4
"7106",5,2,2,10,2,NA
"7107",5,3,2,10,3,5
"7108",5,2,2,5,3,2
"7109",5,2,2,8,2,7
"7110",5,1,2,8,1,8
"7111",5,1,1,10,1,6
"7112",5,1,1,10,1,9
"7113",5,2,1,7,2,2
"7114",5,1,1,9,2,5
"7115",5,2,1,9,2,6
"7116",5,3,2,6,1,3
"7117",5,1,1,9,3,6
"7118",5,2,2,5,3,NA
"7119",5,2,2,7,2,4
"7120",5,1,2,5,3,4
"7121",5,2,2,10,4,1
"7122",5,2,1,8,2,8
"7123",5,1,1,8,2,NA
"7124",5,2,2,8,3,2
"7125",5,2,1,7,1,7
"7126",5,2,2,8,2,NA
"7127",5,2,2,7,1,5
"7128",5,2,2,10,2,4
"7129",5,1,2,8,2,7
"7130",5,2,1,8,2,4
"7131",5,1,2,9,2,10
"7132",5,1,2,9,1,7
"7133",5,2,2,7,2,5
"7134",5,3,2,3,2,1
"7135",5,2,1,6,3,4
"7136",5,2,1,5,2,6
"7137",5,1,2,5,1,2
