"","wave","happiness","religionmem","freedom","health","income"
"916",1,2,2,7,1,NA
"917",1,1,1,NA,1,10
"918",1,2,2,7,2,10
"919",1,2,2,9,1,10
"920",1,2,2,9,2,NA
"921",1,2,2,8,1,5
"922",1,2,2,10,1,9
"923",1,2,1,9,3,NA
"924",1,2,2,7,4,9
"925",1,2,2,4,2,10
"926",1,1,2,10,1,10
"927",1,1,1,10,1,10
"928",1,NA,2,NA,NA,NA
"929",1,2,2,6,1,10
"930",1,2,1,7,2,8
"931",1,2,1,10,1,9
"932",1,1,1,10,1,7
"933",1,2,2,7,1,9
"934",1,2,2,9,2,1
"935",1,2,1,7,2,9
"936",1,1,2,9,1,10
"937",1,2,2,7,1,10
"938",1,2,2,9,1,10
"939",1,2,2,7,2,NA
"940",1,1,2,8,1,7
"941",1,1,2,7,2,6
"942",1,2,1,8,2,NA
"943",1,2,2,10,2,10
"944",1,2,2,7,2,10
"945",1,2,2,7,1,10
"946",1,1,2,8,2,10
"947",1,2,2,10,4,5
"948",1,2,2,8,3,4
"949",1,2,2,7,1,9
"950",1,1,2,2,4,6
"951",1,2,2,7,1,NA
"952",1,1,1,10,2,NA
"953",1,2,2,10,2,9
"954",1,2,2,9,3,9
"955",1,2,2,6,2,10
"956",1,2,2,8,3,NA
"957",1,1,2,7,1,8
"958",1,1,2,3,1,6
"959",1,2,2,8,2,9
"960",1,2,1,10,2,10
"961",1,1,2,6,5,4
"962",1,2,2,3,2,7
"963",1,2,2,7,2,8
"964",1,1,2,5,5,4
"965",1,2,2,5,2,10
"966",1,2,1,6,2,10
"967",1,1,2,10,1,8
"968",1,3,2,2,1,8
"969",1,2,2,8,1,10
"970",1,2,2,7,1,8
"971",1,2,1,9,2,5
"972",1,2,2,9,3,8
"973",1,1,2,9,4,9
"974",1,1,2,6,2,10
"975",1,2,2,9,2,3
"976",1,3,2,10,3,6
"977",1,1,1,5,1,8
"978",1,1,1,8,3,5
"979",1,2,1,7,3,7
"980",1,2,2,2,2,10
"981",1,2,2,7,1,10
"982",1,2,2,8,2,7
"983",1,2,2,10,1,7
"984",1,1,2,10,2,10
"985",1,2,2,7,3,NA
"986",1,2,1,8,1,NA
"987",1,2,1,8,2,10
"988",1,1,1,9,2,6
"989",1,2,1,5,1,10
"990",1,2,2,8,2,2
"991",1,2,1,5,3,10
"992",1,1,2,10,1,9
"993",1,1,2,8,1,6
"994",1,2,1,8,2,5
"995",1,2,2,7,4,NA
"996",1,1,1,8,1,10
"997",1,3,1,9,2,10
"998",1,1,2,8,1,4
"999",1,2,2,8,2,10
"1000",1,2,1,8,1,NA
"1001",1,2,2,9,3,7
"1002",1,1,2,9,1,9
"1003",1,2,1,4,3,1
"1004",1,2,2,8,3,7
"1005",1,2,2,8,2,10
"1006",1,1,2,7,2,NA
"1007",1,2,2,9,2,10
"1008",1,2,2,9,1,9
"1009",1,2,2,7,1,NA
"1010",1,2,2,9,1,NA
"1011",1,1,2,10,1,7
"1012",1,2,2,8,2,1
"1013",1,NA,2,7,3,10
"1014",1,2,2,6,1,7
"1015",1,1,2,5,1,NA
"1016",1,2,2,9,1,5
"1017",1,2,1,5,3,10
"1018",1,2,1,8,2,NA
"1019",1,1,2,10,1,10
"1020",1,2,2,8,2,10
"1021",1,2,2,5,1,9
"1022",1,2,2,9,2,10
"1023",1,1,2,6,2,3
"1024",1,1,2,8,1,8
"1025",1,2,2,8,1,10
"1026",1,1,2,9,1,9
"1027",1,1,2,7,2,8
"1028",1,1,2,5,1,8
"1029",1,2,2,NA,2,NA
"1030",1,2,2,5,2,NA
"1031",1,2,2,4,2,10
"1032",1,2,2,5,2,7
"1033",1,1,2,8,1,2
"1034",1,1,2,10,1,9
"1035",1,3,2,5,3,6
"1036",1,2,1,6,1,NA
"1037",1,2,2,9,2,6
"1038",1,1,1,7,3,10
"1039",1,1,2,10,2,NA
"1040",1,2,2,5,5,2
"1041",1,2,1,5,3,3
"1042",1,2,2,7,2,8
"1043",1,2,2,8,1,10
"1044",1,2,2,7,3,3
"1045",1,1,1,10,2,NA
"1046",1,2,2,9,4,3
"1047",1,2,2,8,1,8
"1048",1,1,2,10,1,3
"1049",1,1,2,10,3,NA
"1050",1,1,1,10,2,9
"1051",1,2,2,10,4,2
"1052",1,NA,2,8,3,2
"1053",1,1,2,10,3,10
"1054",1,3,2,9,3,10
"1055",1,1,2,5,1,NA
"1056",1,2,2,9,2,9
"1057",1,1,1,NA,3,10
"1058",1,1,2,9,3,10
"1059",1,1,2,5,1,10
"1060",1,2,2,8,2,NA
"1061",1,1,2,7,2,10
"1062",1,2,2,9,1,5
"1063",1,2,2,3,2,10
"1064",1,2,2,7,2,NA
"1065",1,1,2,9,2,6
"1066",1,1,2,8,1,8
"1067",1,1,2,6,2,10
"1068",1,1,1,8,2,5
"1069",1,3,2,4,2,3
"1070",1,1,2,10,1,NA
"1071",1,3,1,8,2,8
"1072",1,1,1,10,1,9
"1073",1,2,2,5,3,9
"1074",1,1,2,9,3,4
"1075",1,1,1,9,1,8
"1076",1,2,2,5,2,9
"1077",1,2,1,5,2,10
"1078",1,3,1,6,3,2
"1079",1,2,2,9,2,1
"1080",1,2,1,8,2,7
"1081",1,2,2,8,1,10
"1082",1,2,2,6,2,10
"1083",1,1,2,6,3,NA
"1084",1,1,1,9,1,3
"1085",1,2,1,9,3,7
"1086",1,2,2,9,2,9
"1087",1,1,2,5,1,NA
"1088",1,2,2,7,2,10
"1089",1,1,2,8,1,10
"1090",1,2,2,8,1,10
"1091",1,1,2,9,1,10
"1092",1,2,2,8,1,10
"1093",1,1,2,10,1,10
"1094",1,1,2,10,1,4
"1095",1,1,2,10,1,NA
"1096",1,2,1,8,2,7
"1097",1,2,1,9,2,10
"1098",1,1,2,10,1,10
"1099",1,2,2,5,1,9
"1100",1,2,2,9,2,9
"1101",1,2,2,7,1,10
"1102",1,2,1,8,2,10
"1103",1,1,1,8,1,NA
"1104",1,2,2,10,1,NA
"1105",1,2,2,10,1,5
"1106",1,1,1,9,1,10
"1107",1,2,2,6,3,10
"1108",1,4,2,4,5,3
"1109",1,2,1,9,2,10
"1110",1,2,2,6,2,8
"1111",1,2,2,9,1,10
"1112",1,1,2,8,2,10
"1113",1,2,2,8,1,5
"1114",1,2,2,6,1,10
"1115",1,2,2,8,2,7
"1116",1,2,2,8,1,3
"1117",1,2,1,4,1,10
"1118",1,2,2,8,1,10
"1119",1,1,2,7,3,5
"1120",1,2,2,9,3,5
"1121",1,2,2,9,1,10
"1122",1,2,2,9,1,NA
"1123",1,1,2,10,1,NA
"1124",1,2,2,7,2,9
"1125",1,3,2,5,2,NA
"1126",1,2,2,8,2,10
"1127",1,2,2,10,2,2
"1128",1,2,2,5,1,10
"1129",1,2,2,9,2,10
"1130",1,2,2,10,3,10
"1131",1,1,2,9,1,10
"1132",1,2,2,8,2,NA
"1133",1,1,1,9,1,NA
"1134",1,2,2,5,1,10
"1135",1,3,2,5,2,NA
"1136",1,2,2,9,1,4
"1137",1,2,1,7,2,10
"1138",1,1,2,10,3,10
"1139",1,3,2,6,4,3
"1140",1,1,2,10,1,10
"1141",1,1,2,8,1,10
"1142",1,2,2,10,1,NA
"1143",1,2,2,9,2,NA
"1144",1,2,2,9,1,10
"1145",1,2,2,8,1,10
"1146",1,2,1,8,2,10
"1147",1,1,1,9,2,10
"1148",1,2,1,7,1,9
"1149",1,2,2,8,1,10
"1150",1,2,2,6,3,NA
"1151",1,2,2,5,2,10
"1152",1,2,2,10,2,NA
"1153",1,2,2,7,1,10
"1154",1,2,2,9,1,10
"1155",1,2,2,NA,3,NA
"1156",1,2,2,5,3,10
"1157",1,2,2,9,5,10
"1158",1,1,1,9,1,10
"1159",1,3,2,4,2,9
"1160",1,2,1,7,3,2
"1161",1,2,2,10,1,8
"1162",1,2,2,9,2,10
"1163",1,2,1,9,2,8
"1164",1,2,2,3,2,NA
"1165",1,2,2,6,2,10
"1166",1,1,2,7,1,10
"1167",1,1,2,9,1,10
"1168",1,1,2,9,1,7
"1169",1,1,2,9,1,10
"1170",1,NA,1,5,3,NA
"1171",1,2,1,9,2,10
"1172",1,1,2,5,2,NA
"1173",1,2,2,9,4,7
"1174",1,2,2,5,2,NA
"1175",1,2,2,10,1,NA
"1176",1,2,2,8,3,NA
"1177",1,2,2,10,1,10
"1178",1,2,2,3,3,NA
"1179",1,2,2,5,3,10
"1180",1,1,2,8,3,NA
"1181",1,2,2,9,2,10
"1182",1,2,2,6,2,9
"1183",1,1,2,2,1,4
"1184",1,2,2,10,1,7
"1185",1,2,1,8,1,10
"1186",1,2,1,8,2,10
"1187",1,2,1,8,1,10
"1188",1,1,2,9,3,5
"1189",1,2,2,8,1,10
"1190",1,2,2,8,2,10
"1191",1,2,2,5,1,8
"1192",1,1,1,9,1,10
"1193",1,2,1,10,1,8
"1194",1,2,2,6,2,5
"1195",1,2,1,9,3,9
"1196",1,2,2,1,3,NA
"1197",1,3,1,5,3,7
"1198",1,1,1,8,2,10
"1199",1,2,2,8,1,10
"1200",1,1,2,8,2,10
"1201",1,1,2,8,1,9
"1202",1,2,2,8,2,NA
"1203",1,2,2,9,1,3
"1204",1,2,1,8,3,7
"1205",1,2,1,5,3,7
"1206",1,1,1,7,2,7
"1207",1,2,2,8,2,9
"1208",1,1,1,8,1,10
"1209",1,1,2,8,4,9
"1210",1,1,2,2,2,8
"1211",1,1,2,3,1,9
"1212",1,1,1,9,1,NA
"1213",1,2,2,8,3,4
"1214",1,2,2,8,3,6
"1215",1,1,1,7,3,3
"1216",1,2,2,8,2,5
"1217",1,2,2,8,2,10
"1218",1,2,2,9,1,NA
"1219",1,1,1,10,1,NA
"1220",1,2,2,3,2,10
"1221",1,1,2,10,1,NA
"1222",1,2,2,8,2,10
"1223",1,2,2,7,2,7
"1224",1,2,2,7,2,NA
"1225",1,1,2,10,1,10
"1226",1,1,2,9,2,10
"1227",1,1,2,8,1,NA
"1228",1,1,2,8,1,NA
"1229",1,1,2,8,2,10
"1230",1,2,2,7,3,9
"1231",1,3,2,5,1,10
"1232",1,2,1,6,2,10
"1233",1,1,1,10,1,9
"1234",1,1,2,9,1,10
"1235",1,1,2,10,2,10
"1236",1,2,2,10,1,10
"1237",1,1,1,8,1,NA
"1238",1,1,2,10,1,NA
"1239",1,2,2,10,1,10
"1240",1,2,2,7,5,3
"1241",1,1,1,10,3,NA
"1242",1,2,2,7,2,NA
"1243",1,2,2,5,3,10
"1244",1,2,2,7,2,9
"1245",1,2,2,8,2,7
"1246",1,2,2,9,1,10
"1247",1,2,2,10,1,10
"1248",1,2,2,8,1,8
"1249",1,2,1,9,2,10
"1250",1,2,1,8,2,10
"1251",1,2,2,10,1,8
"1252",1,2,1,8,3,3
"1253",1,1,2,5,2,10
"1254",1,1,2,8,2,NA
"1255",1,3,1,7,2,10
"1256",1,2,1,9,2,NA
"1257",1,2,2,8,2,3
"1258",1,2,2,7,2,10
"1259",1,2,2,6,3,7
"1260",1,2,2,7,1,NA
"1261",1,2,1,8,1,10
"1262",1,2,2,7,2,9
"1263",1,1,2,8,1,10
"1264",1,2,2,7,2,NA
"1265",1,1,2,8,2,9
"1266",1,2,2,8,4,3
"1267",1,NA,2,5,1,9
"1268",1,1,1,10,1,10
"1269",1,3,2,8,1,9
"1270",1,2,2,9,1,9
"1271",1,1,2,5,2,10
"1272",1,1,2,9,1,10
"1273",1,2,2,8,3,10
"1274",1,1,1,NA,1,10
"1275",1,2,2,7,1,10
"1276",1,4,2,2,4,8
"1277",1,1,2,10,1,10
"1278",1,NA,2,7,4,4
"1279",1,1,1,7,2,10
"1280",1,2,1,5,1,10
"1281",1,1,1,8,1,10
"1282",1,2,2,8,2,8
"1283",1,2,2,9,3,10
"1284",1,2,2,10,2,8
"1285",1,2,1,10,3,7
"1286",1,1,2,6,2,6
"1287",1,2,2,6,1,10
"1288",1,1,1,10,1,6
"1289",1,2,2,8,5,8
"1290",1,3,1,1,1,4
"1291",1,1,1,10,2,10
"1292",1,3,2,4,2,5
"1293",1,2,2,5,4,2
"1294",1,2,2,8,2,9
"1295",1,2,2,8,2,8
"1296",1,2,2,8,4,8
"1297",1,2,2,5,5,7
"1298",1,2,2,5,3,1
"1299",1,2,1,6,4,3
"1300",1,2,2,10,1,7
"1301",1,1,1,9,3,NA
"1302",1,2,2,8,2,10
"1303",1,1,2,8,1,10
"1304",1,1,2,5,2,6
"1305",1,2,2,5,2,10
"1306",1,2,2,8,2,7
"1307",1,2,2,8,3,10
"1308",1,2,2,9,1,10
"1309",1,1,1,9,NA,10
"1310",1,2,2,7,3,10
"1311",1,1,2,6,1,NA
"1312",1,1,1,8,1,7
"1313",1,1,2,10,1,10
"1314",1,3,2,10,1,8
"1315",1,2,2,10,1,9
"1316",1,1,2,8,1,10
"1317",1,1,2,9,3,7
"1318",1,3,2,4,2,9
"1319",1,2,2,7,1,NA
"1320",1,2,2,8,1,NA
"1321",1,1,2,5,3,10
"1322",1,2,2,7,2,10
"1323",1,2,2,9,2,3
"1324",1,1,1,5,2,8
"1325",1,1,2,8,2,9
"1326",1,2,2,8,2,10
"1327",1,2,2,6,3,7
"1328",1,2,2,8,2,7
"1329",1,1,2,10,2,9
"1330",1,1,2,3,3,NA
"1331",1,2,2,9,4,3
"1332",1,1,2,9,2,NA
"1333",1,1,2,9,1,10
"1334",1,2,1,8,1,8
"1335",1,2,2,8,3,9
"1336",1,2,2,6,1,9
"1337",1,2,2,8,4,4
"1338",1,1,2,10,1,10
"1339",1,2,1,8,1,10
"1340",1,2,2,8,1,9
"1341",1,2,2,9,1,10
"1342",1,2,2,5,2,1
"1343",1,2,1,9,1,10
"1344",1,2,2,9,2,NA
"1345",1,2,2,8,3,8
"1346",1,1,2,10,2,10
"1347",1,2,2,8,2,10
"1348",1,2,2,8,3,10
"1349",1,2,1,9,1,10
"1350",1,3,2,7,3,10
"1351",1,1,2,10,1,NA
"1352",1,2,2,5,2,10
"1353",1,4,2,1,1,9
"1354",1,2,2,9,3,8
"1355",1,2,2,9,2,9
"1356",1,2,2,7,1,10
"1357",1,1,2,9,1,10
"1358",1,2,2,5,2,10
"1359",1,1,2,10,1,10
"1360",1,1,2,5,3,NA
"1361",1,2,2,7,1,10
"1362",1,1,2,8,2,9
"1363",1,1,1,10,1,10
"1364",1,1,2,7,2,7
"1365",1,3,2,5,2,7
"1366",1,2,2,7,2,10
"1367",1,1,2,9,1,10
"1368",1,2,1,5,1,10
"1369",1,2,2,6,2,9
"1370",1,1,2,8,1,NA
"1371",1,2,1,6,2,10
"1372",1,2,2,7,1,10
"1373",1,2,1,8,1,10
"1374",1,1,1,10,1,10
"1375",1,2,2,9,3,9
"1376",1,1,2,10,1,10
"1377",1,2,2,8,1,10
"1378",1,2,2,2,2,NA
"1379",1,2,2,9,1,10
"1380",1,2,2,10,2,8
"1381",1,1,2,7,2,10
"1382",1,1,2,8,3,10
"1383",1,1,1,9,1,NA
"1384",1,1,2,9,2,10
"1385",1,1,2,7,2,5
"1386",1,1,2,10,3,NA
"1387",1,2,2,9,2,10
"1388",1,2,2,7,1,10
"1389",1,2,2,9,1,10
"1390",1,1,2,9,2,NA
"1391",1,1,2,10,1,10
"1392",1,2,2,7,1,NA
"1393",1,3,2,8,2,9
"1394",1,1,1,5,2,NA
"1395",1,1,2,10,1,10
"1396",1,2,1,8,1,10
"1397",1,2,2,7,1,10
"1398",1,3,2,6,4,4
"1399",1,1,2,7,2,9
"1400",1,1,1,9,1,10
"1401",1,2,2,8,2,10
"1402",1,2,2,7,1,NA
"1403",1,2,2,8,2,NA
"1404",1,4,1,7,3,3
"1405",1,2,2,7,2,10
"1406",1,1,2,8,2,10
"1407",1,2,2,8,1,10
"1408",1,NA,2,5,3,10
"1409",1,2,2,8,3,6
"1410",1,2,2,3,2,10
"1411",1,2,2,6,3,8
"1412",1,1,1,7,3,8
"1413",1,1,1,5,1,10
"1414",1,2,1,8,1,10
"1415",1,1,2,10,2,6
"1416",1,2,1,9,1,10
"1417",1,1,2,10,1,10
"1418",1,2,2,5,2,NA
"1419",1,2,2,5,2,10
"1420",1,2,2,6,2,NA
"1421",1,2,2,6,1,10
"1422",1,2,2,3,3,10
"1423",1,2,1,5,2,10
"1424",1,2,2,10,2,9
"1425",1,1,2,5,2,7
"1426",1,2,1,9,1,10
"1427",1,2,2,8,3,10
"1428",1,2,2,2,2,5
"1429",1,2,1,9,2,10
"1430",1,1,2,8,1,10
"1431",1,2,2,8,2,6
"1432",1,2,2,5,2,10
"1433",1,1,2,10,2,NA
"1434",1,2,2,5,2,8
"1435",1,2,2,6,1,NA
"1436",1,2,2,9,2,10
"1437",1,1,2,7,1,4
"1438",1,1,2,9,1,10
"1439",1,1,2,2,1,10
"1440",1,1,2,10,1,10
"1441",1,1,2,7,1,10
"1442",1,2,2,8,3,6
"1443",1,2,2,9,1,8
"1444",1,2,2,2,4,7
"1445",1,1,2,10,1,7
"1446",1,2,1,9,2,10
"1447",1,1,1,8,2,10
"1448",1,1,2,9,1,8
"1449",1,1,2,6,2,8
"1450",1,2,2,9,2,10
"1451",1,1,1,10,1,NA
"1452",1,1,2,7,1,NA
"1453",1,3,2,NA,4,6
"1454",1,2,2,1,2,4
"1455",1,3,2,8,2,8
"1456",1,1,2,9,2,9
"1457",1,NA,2,3,NA,NA
"1458",1,2,2,3,2,8
"1459",1,1,2,8,1,10
"1460",1,2,2,6,1,3
"1461",1,1,1,8,1,10
"1462",1,2,2,9,3,6
"1463",1,3,2,7,2,10
"1464",1,2,2,8,1,9
"1465",1,2,2,6,1,NA
"1466",1,3,2,5,3,1
"1467",1,1,1,7,2,10
"1468",1,2,2,5,1,10
"1469",1,2,2,1,3,10
"1470",1,2,2,5,3,2
"1471",1,1,2,8,2,NA
"1472",1,2,2,8,2,9
"1473",1,2,2,8,2,NA
"1474",1,3,2,8,5,NA
"1475",1,3,2,2,3,7
"1476",1,1,2,10,3,NA
"1477",1,2,2,6,2,10
"1478",1,1,2,8,3,7
"1479",1,2,2,8,2,NA
"1480",1,1,1,9,2,10
"1481",1,3,2,5,5,9
"1482",1,2,2,7,1,9
"1483",1,2,2,10,1,7
"1484",1,2,2,7,2,3
"1485",1,2,2,5,2,10
"1486",1,2,1,8,1,10
"1487",1,4,2,2,5,2
"1488",1,3,2,3,5,8
"1489",1,2,2,10,3,1
"1490",1,2,2,7,2,7
"1491",1,1,2,NA,1,10
"1492",1,2,2,8,2,4
"1493",1,1,1,8,2,9
"1494",1,1,2,9,3,10
"1495",1,1,1,5,1,9
"1496",1,2,2,7,2,7
"1497",1,1,1,9,1,1
"1498",1,1,1,9,2,1
"1499",1,2,2,10,1,10
"1500",1,1,2,8,2,10
"1501",1,1,2,8,1,NA
"1502",1,2,2,10,1,NA
"1503",1,2,2,8,4,9
"1504",1,2,1,8,2,NA
"1505",1,2,1,8,2,10
"1506",1,1,1,10,1,10
"1507",1,2,2,4,2,NA
"1508",1,2,2,9,2,7
"1509",1,2,2,7,2,8
"1510",1,2,2,10,2,6
"1511",1,1,1,9,1,10
"1512",1,2,2,4,1,10
"1513",1,1,2,7,1,10
"1514",1,2,1,10,2,7
"1515",1,4,2,3,2,NA
"1516",1,2,2,5,4,3
"1517",1,2,2,9,2,9
"1518",1,2,1,8,3,7
"1519",1,1,2,7,1,10
"1520",1,2,2,5,2,9
"1521",1,1,2,5,1,5
"1522",1,2,2,5,1,NA
"1523",1,2,1,7,2,NA
"1524",1,3,2,5,4,2
"1525",1,2,2,4,5,2
"1526",1,2,1,9,1,NA
"1527",1,1,2,9,1,10
"1528",1,2,2,8,2,9
"1529",1,2,2,NA,3,3
"1530",1,2,1,9,3,6
"1531",1,2,2,8,2,8
"1532",1,2,2,5,2,NA
"1533",1,2,1,10,3,10
"1534",1,1,2,7,5,7
"1535",1,1,2,10,1,NA
"1536",1,2,2,4,1,10
"1537",1,2,2,10,1,10
"1538",1,2,1,4,1,10
"1539",1,1,2,4,2,10
"1540",1,2,2,6,2,10
"1541",1,2,1,6,3,3
"1542",1,1,1,9,1,7
"1543",1,2,2,4,3,NA
"1544",1,2,1,8,2,10
"1545",1,2,2,10,2,10
"1546",1,2,2,7,1,NA
"1547",1,3,2,6,1,10
"1548",1,1,2,9,1,10
"1549",1,2,1,10,2,NA
"1550",1,2,1,5,2,4
"1551",1,1,1,9,1,10
"1552",1,1,2,9,1,10
"1553",1,2,1,3,2,10
"1554",1,2,1,6,2,10
"1555",1,2,2,6,3,7
"1556",1,1,2,6,1,10
"1557",1,4,2,2,4,10
"1558",1,2,2,4,5,10
"1559",1,2,2,1,3,10
"1560",1,2,2,6,1,5
"1561",1,1,1,10,1,10
"1562",1,2,1,7,1,10
"1563",1,3,2,6,2,NA
"1564",1,2,2,9,1,NA
"1565",1,2,2,6,3,2
"1566",1,2,1,5,2,3
"1567",1,2,2,NA,3,4
"1568",1,2,1,10,2,10
"1569",1,2,2,9,3,5
"1570",1,2,2,7,3,8
"1571",1,1,1,9,1,NA
"1572",1,1,2,8,1,NA
"1573",1,2,2,9,1,10
"1574",1,2,1,6,2,7
"1575",1,2,1,5,1,8
"1576",1,2,2,8,1,9
"1577",1,2,1,6,3,10
"1578",1,2,1,9,2,NA
"1579",1,2,1,5,1,10
"1580",1,2,2,6,1,10
"1581",1,1,2,9,2,8
"1582",1,1,2,8,1,10
"1583",1,2,2,10,1,10
"1584",1,2,2,9,2,10
"1585",1,1,2,6,1,10
"1586",1,3,2,2,5,4
"1587",1,2,1,8,2,9
"1588",1,1,2,10,1,NA
"1589",1,1,1,10,1,10
"1590",1,2,2,4,3,2
"1591",1,2,2,7,2,10
"1592",1,2,2,8,1,10
"1593",1,3,2,9,2,7
"1594",1,2,2,7,1,8
"1595",1,2,1,10,3,10
"1596",1,2,2,10,1,10
"1597",1,1,2,9,1,10
"1598",1,2,1,6,1,10
"1599",1,3,1,5,2,10
"1600",1,1,2,9,2,10
"1601",1,2,1,9,2,4
"1602",1,1,2,9,2,8
"1603",1,1,2,8,1,10
"1604",1,1,2,10,1,10
"1605",1,1,2,7,2,10
"1606",1,2,2,7,1,10
"1607",1,2,2,8,3,10
"1608",1,2,2,8,1,10
"1609",1,2,2,7,1,10
"1610",1,2,2,8,2,9
"1611",1,1,2,10,2,NA
"1612",1,2,2,9,1,10
"1613",1,1,1,9,1,10
"1614",1,1,1,8,1,10
"1615",1,1,2,10,2,10
"1616",1,2,2,5,1,NA
"1617",1,2,2,5,3,NA
"1618",1,2,2,5,2,NA
"1619",1,3,2,6,5,5
"1620",1,1,2,10,2,10
"1621",1,3,2,5,5,6
"1622",1,2,2,8,2,10
"1623",1,2,2,3,2,9
"1624",1,2,2,9,1,10
"1625",1,2,2,10,2,7
"1626",1,1,2,1,3,8
"1627",1,2,2,7,2,10
"1628",1,2,2,5,2,10
"1629",1,1,2,9,1,10
"1630",1,2,2,10,2,NA
"1631",1,2,2,10,3,9
"1632",1,3,2,4,3,10
"1633",1,2,2,7,1,10
"1634",1,2,2,9,3,8
"1635",1,1,1,9,1,10
"1636",1,2,2,6,2,10
"1637",1,3,2,10,1,6
"1638",1,1,2,10,2,10
"1639",1,1,2,9,3,4
"1640",1,1,2,8,1,10
"1641",1,2,2,5,1,10
"1642",1,2,2,7,1,NA
"1643",1,2,2,9,2,10
"1644",1,2,2,10,5,NA
"1645",1,2,2,8,2,10
"1646",1,1,2,8,2,3
"1647",1,1,2,10,1,7
"1648",1,2,2,5,2,NA
"1649",1,2,2,5,2,10
"1650",1,2,1,10,2,9
"1651",1,1,2,8,1,10
"1652",1,2,2,10,2,10
"1653",1,2,2,10,2,7
"1654",1,1,2,10,5,3
"1655",1,2,2,10,1,9
"1656",1,1,2,7,1,9
"1657",1,2,2,7,1,10
"1658",1,NA,1,NA,2,9
"1659",1,2,1,5,2,10
"1660",1,2,2,7,1,10
"1661",1,2,2,7,1,10
"1662",1,2,2,10,2,10
"1663",1,1,1,8,1,10
"1664",1,2,2,7,3,6
"1665",1,2,2,5,1,7
"1666",1,1,1,10,3,10
"1667",1,1,1,8,1,10
"1668",1,2,2,8,2,10
"1669",1,2,2,6,3,9
"1670",1,2,2,8,3,4
"1671",1,3,2,NA,4,9
"1672",1,2,1,5,3,6
"1673",1,2,2,8,1,10
"1674",1,2,2,6,4,8
"1675",1,1,2,8,1,10
"1676",1,2,2,1,1,10
"1677",1,2,1,8,1,9
"1678",1,3,2,5,3,9
"1679",1,1,2,3,3,8
"1680",1,1,2,8,2,10
"1681",1,3,2,8,2,10
"1682",1,2,2,7,2,10
"1683",1,2,2,7,2,7
"1684",1,2,1,8,2,10
"1685",1,1,2,6,1,NA
"1686",1,3,2,7,4,1
"1687",1,1,2,7,2,3
"1688",1,2,2,5,2,9
"1689",1,1,2,4,1,6
"1690",1,1,2,10,1,10
"1691",1,2,2,8,2,NA
"1692",1,1,1,8,1,9
"1693",1,1,1,9,2,NA
"1694",1,2,2,8,2,7
"1695",1,2,2,7,3,10
"1696",1,1,1,9,1,6
"1697",1,2,2,9,2,7
"1698",1,1,1,7,1,4
"1699",1,1,2,9,1,10
"1700",1,2,1,5,1,NA
"1701",1,2,2,1,2,9
"1702",1,2,2,7,2,10
"1703",1,1,2,9,2,10
"1704",1,2,1,9,3,4
"1705",1,2,2,9,3,10
"1706",1,2,2,9,1,10
"1707",1,2,2,3,2,10
"1708",1,2,2,5,2,9
"1709",1,1,1,10,1,10
"1710",1,1,2,10,2,10
"1711",1,2,2,5,2,6
"1712",1,4,2,4,2,10
"1713",1,2,2,9,1,10
"1714",1,2,2,9,1,NA
"1715",1,2,2,10,1,8
"1716",1,1,2,9,1,8
"1717",1,3,2,8,1,9
"1718",1,1,2,5,1,NA
"1719",1,1,2,10,2,7
"1720",1,1,2,10,1,10
"1721",1,2,2,6,2,10
"1722",1,2,2,8,2,9
"1723",1,1,2,10,2,10
"1724",1,3,2,3,4,NA
"1725",1,2,2,8,2,10
"1726",1,1,1,8,2,10
"1727",1,1,1,10,2,10
"1728",1,2,2,3,1,9
"1729",1,1,2,10,1,10
"1730",1,2,2,9,4,9
"1731",1,1,1,5,2,10
"1732",1,2,2,5,2,NA
"1733",1,2,2,10,1,NA
"1734",1,1,1,9,1,10
"1735",1,3,2,3,5,3
"1736",1,1,1,9,1,10
"1737",1,2,2,9,3,6
"1738",1,2,2,9,3,NA
"1739",1,1,2,5,2,10
"1740",1,2,2,9,1,8
"1741",1,2,2,8,2,9
"1742",1,1,1,7,3,1
"1743",1,1,2,8,1,10
"1744",1,2,1,8,2,10
"1745",1,1,2,10,1,NA
"1746",1,2,2,5,2,7
"1747",1,2,2,9,1,9
"1748",1,1,2,9,1,NA
"1749",1,1,2,3,3,3
"1750",1,1,1,8,2,9
"1751",1,2,2,9,1,8
"1752",1,2,1,8,1,9
"1753",1,2,2,9,2,10
"1754",1,2,2,7,2,10
"1755",1,1,2,6,1,NA
"1756",1,2,2,6,1,NA
"1757",1,2,1,8,1,10
"1758",1,2,2,8,2,10
"1759",1,2,1,8,3,2
"1760",1,2,2,7,2,6
"1761",1,1,1,8,2,NA
"1762",1,2,2,10,1,7
"1763",1,2,2,8,1,5
"1764",1,1,2,6,5,NA
"1765",1,2,2,8,2,4
"1766",1,2,1,9,2,9
"1767",1,2,2,10,1,9
"1768",1,2,2,9,1,NA
"1769",1,2,2,8,1,10
"1770",1,1,2,10,1,10
"1771",1,1,2,3,2,NA
"1772",1,2,2,5,2,10
"1773",1,1,2,9,1,4
"1774",1,2,1,10,1,3
"1775",1,3,1,8,2,NA
"1776",1,2,1,10,2,4
"1777",1,2,2,7,2,NA
"1778",1,1,2,8,1,10
"1779",1,2,2,8,3,10
"1780",1,1,2,9,2,NA
"1781",1,2,2,9,1,10
"1782",1,2,2,9,1,9
"1783",1,2,2,10,1,5
