"","wave","Q288","Q252"
"2861",5,NA,3
"2862",5,5,3
"2863",5,6,3
"2864",5,3,3
"2865",5,3,3
"2866",5,5,2
"2867",5,7,4
"2868",5,6,1
"2869",5,4,3
"2870",5,4,3
"2871",5,5,3
"2872",5,5,2
"2873",5,2,4
"2874",5,5,4
"2875",5,6,1
"2876",5,4,3
"2877",5,6,2
"2878",5,5,2
"2879",5,6,3
"2880",5,5,3
"2881",5,1,1
"2882",5,3,1
"2883",5,4,3
"2884",5,7,4
"2885",5,6,2
"2886",5,6,3
"2887",5,3,3
"2888",5,4,3
"2889",5,3,3
"2890",5,3,3
"2891",5,8,3
"2892",5,NA,3
"2893",5,6,3
"2894",5,3,2
"2895",5,5,3
"2896",5,4,2
"2897",5,2,2
"2898",5,4,3
"2899",5,7,3
"2900",5,7,2
"2901",5,5,3
"2902",5,5,2
"2903",5,3,3
"2904",5,2,2
"2905",5,3,4
"2906",5,5,3
"2907",5,5,3
"2908",5,3,4
"2909",5,NA,NA
"2910",5,5,3
"2911",5,3,4
"2912",5,5,4
"2913",5,7,3
"2914",5,5,2
"2915",5,5,3
"2916",5,4,2
"2917",5,6,2
"2918",5,5,3
"2919",5,5,NA
"2920",5,7,3
"2921",5,8,4
"2922",5,6,2
"2923",5,3,2
"2924",5,4,4
"2925",5,3,3
"2926",5,5,2
"2927",5,4,3
"2928",5,6,3
"2929",5,3,3
"2930",5,5,3
"2931",5,NA,4
"2932",5,6,2
"2933",5,6,2
"2934",5,7,2
"2935",5,7,4
"2936",5,5,3
"2937",5,2,4
"2938",5,7,2
"2939",5,7,3
"2940",5,2,3
"2941",5,4,3
"2942",5,NA,2
"2943",5,5,3
"2944",5,2,4
"2945",5,7,2
"2946",5,8,2
"2947",5,6,2
"2948",5,9,1
"2949",5,2,3
"2950",5,5,3
"2951",5,6,2
"2952",5,3,4
"2953",5,6,1
"2954",5,NA,3
"2955",5,4,4
"2956",5,4,1
"2957",5,1,3
"2958",5,8,2
"2959",5,NA,2
"2960",5,2,2
"2961",5,7,4
"2962",5,NA,2
"2963",5,5,3
"2964",5,4,4
"2965",5,7,3
"2966",5,4,2
"2967",5,10,2
"2968",5,7,3
"2969",5,5,3
"2970",5,1,3
"2971",5,4,3
"2972",5,6,1
"2973",5,2,2
"2974",5,5,3
"2975",5,4,2
"2976",5,5,1
"2977",5,5,2
"2978",5,7,3
"2979",5,5,NA
"2980",5,6,3
"2981",5,7,2
"2982",5,5,3
"2983",5,5,3
"2984",5,4,3
"2985",5,6,3
"2986",5,6,2
"2987",5,2,2
"2988",5,7,3
"2989",5,6,2
"2990",5,5,2
"2991",5,5,1
"2992",5,5,3
"2993",5,7,3
"2994",5,3,3
"2995",5,6,3
"2996",5,7,3
"2997",5,10,1
"2998",5,10,3
"2999",5,7,3
"3000",5,6,3
"3001",5,5,3
"3002",5,3,3
"3003",5,8,3
"3004",5,5,3
"3005",5,6,3
"3006",5,3,4
"3007",5,1,2
"3008",5,1,3
"3009",5,3,2
"3010",5,3,3
"3011",5,5,3
"3012",5,5,2
"3013",5,1,2
"3014",5,4,3
"3015",5,7,1
"3016",5,4,3
"3017",5,1,2
"3018",5,5,3
"3019",5,8,3
"3020",5,4,4
"3021",5,8,3
"3022",5,5,3
"3023",5,5,NA
"3024",5,3,4
"3025",5,NA,NA
"3026",5,6,3
"3027",5,4,3
"3028",5,3,3
"3029",5,2,3
"3030",5,7,3
"3031",5,3,3
"3032",5,3,2
"3033",5,4,2
"3034",5,2,4
"3035",5,3,4
"3036",5,3,3
"3037",5,2,3
"3038",5,NA,NA
"3039",5,5,3
"3040",5,5,3
"3041",5,3,3
"3042",5,6,2
"3043",5,4,3
"3044",5,7,1
"3045",5,1,3
"3046",5,10,2
"3047",5,NA,3
"3048",5,6,4
"3049",5,3,3
"3050",5,7,3
"3051",5,8,2
"3052",5,3,3
"3053",5,7,4
"3054",5,6,3
"3055",5,4,2
"3056",5,8,3
"3057",5,7,3
"3058",5,5,NA
"3059",5,6,4
"3060",5,7,2
"3061",5,5,3
"3062",5,3,4
"3063",5,7,3
"3064",5,7,2
"3065",5,NA,NA
"3066",5,8,4
"3067",5,4,2
"3068",5,7,2
"3069",5,5,1
"3070",5,3,1
"3071",5,6,1
"3072",5,4,2
"3073",5,5,4
"3074",5,NA,NA
"3075",5,7,3
"3076",5,4,2
"3077",5,NA,NA
"3078",5,4,3
"3079",5,3,3
"3080",5,6,4
"3081",5,1,2
"3082",5,6,2
"3083",5,5,2
"3084",5,4,3
"3085",5,6,4
"3086",5,6,2
"3087",5,6,3
"3088",5,7,2
"3089",5,7,3
"3090",5,3,3
"3091",5,6,2
"3092",5,5,2
"3093",5,6,2
"3094",5,7,2
"3095",5,1,2
"3096",5,6,3
"3097",5,NA,3
"3098",5,7,2
"3099",5,5,4
"3100",5,7,3
"3101",5,7,3
"3102",5,8,3
"3103",5,9,2
"3104",5,6,2
"3105",5,6,3
"3106",5,3,2
"3107",5,7,2
"3108",5,6,1
"3109",5,6,2
"3110",5,6,2
"3111",5,6,2
"3112",5,3,3
"3113",5,5,2
"3114",5,4,3
"3115",5,6,3
"3116",5,8,3
"3117",5,9,3
"3118",5,5,2
"3119",5,6,4
"3120",5,7,2
"3121",5,5,2
"3122",5,6,2
"3123",5,NA,NA
"3124",5,6,1
"3125",5,7,3
"3126",5,3,3
"3127",5,4,3
"3128",5,4,3
"3129",5,5,3
"3130",5,4,4
"3131",5,5,2
"3132",5,8,3
"3133",5,6,1
"3134",5,NA,NA
"3135",5,7,2
"3136",5,5,2
"3137",5,6,3
"3138",5,4,3
"3139",5,5,3
"3140",5,NA,4
"3141",5,5,3
"3142",5,4,3
"3143",5,3,2
"3144",5,7,2
"3145",5,5,2
"3146",5,7,3
"3147",5,7,3
"3148",5,7,2
"3149",5,8,3
"3150",5,3,3
"3151",5,7,3
"3152",5,4,2
"3153",5,9,2
"3154",5,7,2
"3155",5,6,3
"3156",5,6,3
"3157",5,5,3
"3158",5,7,3
"3159",5,5,3
"3160",5,NA,NA
"3161",5,5,2
"3162",5,6,3
"3163",5,NA,NA
"3164",5,5,2
"3165",5,6,2
"3166",5,6,2
"3167",5,6,3
"3168",5,4,1
"3169",5,4,3
"3170",5,7,3
"3171",5,6,3
"3172",5,5,4
"3173",5,4,2
"3174",5,3,2
"3175",5,6,2
"3176",5,5,3
"3177",5,2,2
"3178",5,7,3
"3179",5,3,2
"3180",5,NA,3
"3181",5,7,3
"3182",5,3,3
"3183",5,5,4
"3184",5,1,4
"3185",5,6,2
"3186",5,3,3
"3187",5,3,3
"3188",5,6,3
"3189",5,6,3
"3190",5,4,3
"3191",5,7,3
"3192",5,4,3
"3193",5,6,3
"3194",5,6,2
"3195",5,5,2
"3196",5,5,1
"3197",5,6,2
"3198",5,NA,3
"3199",5,6,1
"3200",5,7,3
"3201",5,5,2
"3202",5,7,2
"3203",5,8,3
"3204",5,6,2
"3205",5,5,4
"3206",5,10,3
"3207",5,NA,3
"3208",5,5,2
"3209",5,1,2
"3210",5,5,3
"3211",5,6,2
"3212",5,1,2
"3213",5,4,2
"3214",5,4,3
"3215",5,8,2
"3216",5,4,3
"3217",5,6,1
"3218",5,NA,3
"3219",5,7,4
"3220",5,7,3
"3221",5,4,4
"3222",5,NA,3
"3223",5,5,2
"3224",5,4,4
"3225",5,7,1
"3226",5,5,2
"3227",5,6,2
"3228",5,5,2
"3229",5,5,4
"3230",5,3,2
"3231",5,3,2
"3232",5,4,3
"3233",5,4,4
"3234",5,5,4
"3235",5,7,2
"3236",5,3,3
"3237",5,6,1
"3238",5,6,3
"3239",5,8,3
"3240",5,7,2
"3241",5,NA,4
"3242",5,7,2
"3243",5,3,3
"3244",5,3,3
"3245",5,5,3
"3246",5,8,2
"3247",5,5,4
"3248",5,NA,2
"3249",5,6,3
"3250",5,4,4
"3251",5,7,2
"3252",5,3,3
"3253",5,7,3
"3254",5,7,2
"3255",5,NA,2
"3256",5,NA,3
"3257",5,5,4
"3258",5,NA,NA
"3259",5,5,2
"3260",5,3,3
"3261",5,7,2
"3262",5,5,3
"3263",5,4,4
"3264",5,NA,3
"3265",5,2,4
"3266",5,5,4
"3267",5,6,3
"3268",5,4,3
"3269",5,3,4
"3270",5,6,2
"3271",5,3,2
"3272",5,7,3
"3273",5,1,3
"3274",5,3,4
"3275",5,4,2
"3276",5,7,2
"3277",5,3,4
"3278",5,4,3
"3279",5,7,2
"3280",5,6,3
"3281",5,6,3
"3282",5,4,4
"3283",5,4,1
"3284",5,NA,2
"3285",5,9,2
"3286",5,5,2
"3287",5,5,3
"3288",5,2,3
"3289",5,4,2
"3290",5,3,3
"3291",5,3,2
"3292",5,7,3
"3293",5,5,3
"3294",5,5,2
"3295",5,5,2
"3296",5,4,3
"3297",5,4,3
"3298",5,5,4
"3299",5,8,1
"3300",5,6,3
"3301",5,5,3
"3302",5,5,3
"3303",5,5,2
"3304",5,4,2
"3305",5,6,3
"3306",5,4,2
"3307",5,6,3
"3308",5,7,2
"3309",5,4,4
"3310",5,7,3
"3311",5,1,2
"3312",5,7,3
"3313",5,4,2
"3314",5,6,3
"3315",5,5,4
"3316",5,NA,3
"3317",5,1,3
"3318",5,3,2
"3319",5,4,3
"3320",5,5,3
"3321",5,7,3
"3322",5,5,2
"3323",5,7,3
"3324",5,5,2
"3325",5,6,3
"3326",5,4,3
"3327",5,5,2
"3328",5,4,3
"3329",5,5,3
"3330",5,4,4
"3331",5,6,2
"3332",5,5,2
"3333",5,5,3
"3334",5,1,2
"3335",5,2,4
"3336",5,8,3
"3337",5,5,2
"3338",5,4,3
"3339",5,10,3
"3340",5,4,3
"3341",5,7,3
"3342",5,4,3
"3343",5,6,3
"3344",5,5,2
"3345",5,2,3
"3346",5,5,3
"3347",5,5,1
"3348",5,3,3
"3349",5,5,2
"3350",5,1,3
"3351",5,3,3
"3352",5,6,2
"3353",5,NA,NA
"3354",5,3,2
"3355",5,7,2
"3356",5,7,2
"3357",5,5,3
"3358",5,7,2
"3359",5,8,4
"3360",5,4,3
"3361",5,NA,NA
"3362",5,8,2
"3363",5,4,4
"3364",5,6,4
"3365",5,7,4
"3366",5,2,3
"3367",5,7,3
"3368",5,5,3
"3369",5,4,2
"3370",5,5,3
"3371",5,5,3
"3372",5,3,2
"3373",5,6,2
"3374",5,5,3
"3375",5,5,2
"3376",5,2,2
"3377",5,4,4
"3378",5,4,2
"3379",5,7,3
"3380",5,6,3
"3381",5,4,3
"3382",5,7,2
"3383",5,7,2
"3384",5,6,2
"3385",5,6,3
"3386",5,5,2
"3387",5,2,3
"3388",5,6,1
"3389",5,NA,NA
"3390",5,1,3
"3391",5,8,3
"3392",5,6,2
"3393",5,7,3
"3394",5,8,3
"3395",5,5,4
"3396",5,3,4
"3397",5,1,3
"3398",5,6,3
"3399",5,3,3
"3400",5,4,3
"3401",5,7,2
"3402",5,6,3
"3403",5,6,3
"3404",5,4,3
"3405",5,6,2
"3406",5,7,3
"3407",5,3,3
"3408",5,7,2
"3409",5,4,2
"3410",5,5,2
"3411",5,5,2
"3412",5,4,3
"3413",5,3,4
"3414",5,1,4
"3415",5,6,3
"3416",5,8,3
"3417",5,4,2
"3418",5,2,2
"3419",5,7,2
"3420",5,NA,4
"3421",5,5,2
"3422",5,3,1
"3423",5,4,4
"3424",5,3,3
"3425",5,NA,NA
"3426",5,NA,2
"3427",5,9,3
"3428",5,7,2
"3429",5,5,4
"3430",5,5,4
"3431",5,6,2
"3432",5,1,3
"3433",5,5,3
"3434",5,6,2
"3435",5,6,3
"3436",5,5,3
"3437",5,6,3
"3438",5,4,3
"3439",5,7,1
"3440",5,NA,3
"3441",5,5,3
"3442",5,5,3
"3443",5,6,3
"3444",5,5,4
"3445",5,6,3
"3446",5,3,4
"3447",5,3,3
"3448",5,5,3
"3449",5,2,3
"3450",5,3,4
"3451",5,4,2
"3452",5,5,4
"3453",5,3,2
"3454",5,6,2
"3455",5,NA,NA
"3456",5,2,3
"3457",5,4,2
"3458",5,5,3
"3459",5,5,4
"3460",5,4,3
"3461",5,2,4
"3462",5,5,2
"3463",5,9,3
"3464",5,5,3
"3465",5,4,3
"3466",5,4,1
"3467",5,7,2
"3468",5,5,3
"3469",5,4,3
"3470",5,1,3
"3471",5,3,2
"3472",5,5,4
"3473",5,4,2
"3474",5,5,2
"3475",5,7,2
"3476",5,7,3
"3477",5,6,2
"3478",5,4,4
"3479",5,2,3
"3480",5,10,4
"3481",5,1,1
"3482",5,3,3
"3483",5,6,NA
"3484",5,6,3
"3485",5,1,4
"3486",5,4,2
"3487",5,1,4
"3488",5,3,1
"3489",5,NA,NA
"3490",5,5,3
"3491",5,4,1
"3492",5,NA,3
"3493",5,4,3
"3494",5,6,2
"3495",5,4,3
"3496",5,5,2
"3497",5,6,3
"3498",5,NA,2
"3499",5,8,2
"3500",5,5,2
"3501",5,5,3
"3502",5,4,3
"3503",5,6,3
"3504",5,6,3
"3505",5,7,2
"3506",5,6,3
"3507",5,4,NA
"3508",5,5,3
"3509",5,8,3
"3510",5,6,3
"3511",5,3,2
"3512",5,4,2
"3513",5,5,2
"3514",5,4,2
"3515",5,NA,NA
"3516",5,3,2
"3517",5,6,2
"3518",5,3,4
"3519",5,5,3
"3520",5,5,3
"3521",5,7,2
"3522",5,7,2
"3523",5,4,3
"3524",5,4,4
"3525",5,7,2
"3526",5,7,3
"3527",5,4,2
"3528",5,7,2
"3529",5,7,2
"3530",5,6,3
"3531",5,5,1
"3532",5,3,3
"3533",5,3,2
"3534",5,5,1
"3535",5,8,4
"3536",5,7,1
"3537",5,1,3
"3538",5,6,3
"3539",5,7,2
"3540",5,2,3
"3541",5,4,3
"3542",5,6,2
"3543",5,NA,NA
"3544",5,8,3
"3545",5,4,2
"3546",5,1,3
"3547",5,6,3
"3548",5,5,2
"3549",5,5,2
"3550",5,7,3
"3551",5,4,3
"3552",5,4,3
"3553",5,4,3
"3554",5,7,2
"3555",5,5,4
"3556",5,4,3
"3557",5,8,2
"3558",5,6,3
"3559",5,7,3
"3560",5,7,3
"3561",5,8,2
"3562",5,6,3
"3563",5,7,3
"3564",5,5,1
"3565",5,7,2
"3566",5,7,3
"3567",5,6,3
"3568",5,3,4
"3569",5,NA,3
"3570",5,5,3
"3571",5,4,3
"3572",5,5,2
"3573",5,6,3
"3574",5,4,2
"3575",5,7,3
"3576",5,6,3
"3577",5,3,3
"3578",5,9,4
"3579",5,4,3
"3580",5,6,3
"3581",5,6,3
"3582",5,1,3
"3583",5,8,3
"3584",5,3,3
"3585",5,3,2
"3586",5,3,3
"3587",5,8,2
"3588",5,6,3
"3589",5,4,2
"3590",5,3,2
"3591",5,5,3
"3592",5,4,3
"3593",5,5,3
"3594",5,5,1
"3595",5,NA,4
"3596",5,5,3
"3597",5,4,3
"3598",5,5,3
"3599",5,6,4
"3600",5,NA,2
"3601",5,7,1
"3602",5,9,3
"3603",5,5,2
"3604",5,3,2
"3605",5,8,2
"3606",5,7,3
"3607",5,6,2
"3608",5,6,3
"3609",5,6,3
"3610",5,NA,3
"3611",5,6,3
"3612",5,6,3
"3613",5,1,2
"3614",5,5,3
"3615",5,7,2
"3616",5,6,1
"3617",5,7,3
"3618",5,10,3
"3619",5,3,3
"3620",5,3,2
"3621",5,7,2
"3622",5,8,3
"3623",5,6,2
"3624",5,5,3
"3625",5,5,2
"3626",5,1,3
"3627",5,3,3
"3628",5,6,3
"3629",5,2,2
"3630",5,6,2
"3631",5,1,3
"3632",5,5,2
"3633",5,NA,2
"3634",5,7,2
"3635",5,5,1
"3636",5,5,3
"3637",5,7,3
"3638",5,8,3
"3639",5,5,2
"3640",5,4,2
"3641",5,7,3
"3642",5,7,3
"3643",5,6,2
"3644",5,8,3
"3645",5,3,2
"3646",5,5,2
"3647",5,8,4
"3648",5,5,4
"3649",5,3,3
"3650",5,7,3
"3651",5,4,3
"3652",5,4,2
"3653",5,6,3
"3654",5,6,1
"3655",5,6,2
"3656",5,7,3
"3657",5,6,2
"3658",5,7,3
"3659",5,8,3
"3660",5,3,3
"3661",5,6,3
"3662",5,7,3
"3663",5,7,2
"3664",5,5,3
"3665",5,9,2
"3666",5,4,3
"3667",5,6,3
"3668",5,3,2
"3669",5,7,2
"3670",5,3,3
"3671",5,5,3
"3672",5,5,3
"3673",5,NA,2
"3674",5,5,1
"3675",5,1,4
"3676",5,5,3
"3677",5,4,3
"3678",5,1,3
"3679",5,3,3
"3680",5,NA,3
"3681",5,3,2
"3682",5,8,3
"3683",5,5,3
"3684",5,1,2
"3685",5,5,3
"3686",5,5,2
"3687",5,2,3
"3688",5,4,3
"3689",5,5,2
"3690",5,5,2
"3691",5,5,3
"3692",5,6,2
"3693",5,5,3
"3694",5,4,4
"3695",5,2,4
"3696",5,5,4
"3697",5,NA,NA
"3698",5,NA,NA
"3699",5,NA,2
"3700",5,7,1
"3701",5,3,3
"3702",5,NA,2
"3703",5,4,3
"3704",5,6,3
"3705",5,4,3
"3706",5,8,2
"3707",5,1,3
"3708",5,7,3
"3709",5,6,3
"3710",5,4,4
"3711",5,6,2
"3712",5,4,2
"3713",5,4,3
"3714",5,10,3
"3715",5,6,3
"3716",5,6,3
"3717",5,NA,NA
"3718",5,3,3
"3719",5,7,4
"3720",5,8,2
"3721",5,5,2
"3722",5,7,2
"3723",5,NA,NA
"3724",5,6,3
"3725",5,5,2
"3726",5,4,3
"3727",5,NA,NA
"3728",5,5,3
"3729",5,6,2
"3730",5,5,2
"3731",5,7,3
"3732",5,3,1
"3733",5,3,3
"3734",5,5,3
"3735",5,4,3
"3736",5,4,4
"3737",5,NA,2
"3738",5,5,2
"3739",5,NA,NA
"3740",5,3,2
"3741",5,7,2
"3742",5,6,3
"3743",5,5,3
"3744",5,1,4
"3745",5,6,3
"3746",5,5,2
"3747",5,7,3
"3748",5,2,4
"3749",5,7,3
"3750",5,10,2
"3751",5,2,2
"3752",5,4,3
"3753",5,6,4
"3754",5,5,3
"3755",5,5,2
"3756",5,4,3
"3757",5,4,3
"3758",5,6,3
"3759",5,NA,NA
"3760",5,4,2
"3761",5,4,2
"3762",5,7,2
"3763",5,1,3
"3764",5,5,2
"3765",5,NA,3
"3766",5,NA,1
"3767",5,1,3
"3768",5,9,3
"3769",5,5,3
"3770",5,6,2
"3771",5,7,3
"3772",5,3,3
"3773",5,6,3
"3774",5,NA,NA
"3775",5,4,2
"3776",5,6,3
"3777",5,8,2
"3778",5,5,4
"3779",5,5,4
"3780",5,NA,2
"3781",5,NA,1
"3782",5,NA,3
"3783",5,1,4
"3784",5,5,3
"3785",5,5,3
"3786",5,4,3
"3787",5,3,3
"3788",5,NA,2
"3789",5,3,4
"3790",5,3,2
"3791",5,4,NA
"3792",5,5,3
"3793",5,4,3
"3794",5,4,1
"3795",5,3,3
"3796",5,6,3
"3797",5,6,3
"3798",5,4,3
"3799",5,NA,3
"3800",5,5,2
"3801",5,7,3
"3802",5,7,2
"3803",5,7,2
"3804",5,7,4
"3805",5,7,4
"3806",5,4,2
"3807",5,5,2
"3808",5,8,3
"3809",5,6,3
"3810",5,6,3
"3811",5,9,3
"3812",5,3,3
"3813",5,5,3
"3814",5,7,3
"3815",5,5,2
"3816",5,1,3
"3817",5,6,2
"3818",5,3,2
"3819",5,5,2
"3820",5,2,3
"3821",5,4,2
"3822",5,7,2
"3823",5,8,3
"3824",5,5,4
"3825",5,7,2
"3826",5,7,4
"3827",5,4,3
"3828",5,4,4
"3829",5,6,4
"3830",5,5,3
"3831",5,NA,3
"3832",5,6,2
"3833",5,6,3
"3834",5,10,3
"3835",5,5,3
"3836",5,5,1
"3837",5,7,3
"3838",5,2,3
"3839",5,NA,2
"3840",5,5,3
"3841",5,6,2
"3842",5,6,4
"3843",5,8,3
"3844",5,4,2
"3845",5,5,4
"3846",5,5,3
"3847",5,3,3
"3848",5,7,3
"3849",5,4,2
"3850",5,NA,2
"3851",5,4,3
"3852",5,8,1
"3853",5,5,1
"3854",5,3,3
"3855",5,3,3
"3856",5,7,1
"3857",5,6,2
"3858",5,6,4
"3859",5,4,2
"3860",5,6,3
"3861",5,3,2
"3862",5,4,4
"3863",5,6,1
"3864",5,6,2
"3865",5,3,3
"3866",5,10,3
"3867",5,NA,4
"3868",5,NA,3
"3869",5,7,3
"3870",5,3,3
"3871",5,4,4
"3872",5,3,2
"3873",5,3,3
"3874",5,4,4
"3875",5,10,4
"3876",5,6,4
"3877",5,4,3
"3878",5,3,3
"3879",5,5,3
"3880",5,2,2
"3881",5,4,4
"3882",5,6,1
"3883",5,4,3
"3884",5,5,3
"3885",5,6,3
"3886",5,4,3
"3887",5,1,4
"3888",5,5,3
"3889",5,4,4
"3890",5,5,2
"3891",5,1,1
"3892",5,6,3
"3893",5,6,3
"3894",5,5,4
"3895",5,1,4
"3896",5,6,2
"3897",5,5,2
"3898",5,5,4
"3899",5,4,3
"3900",5,5,2
"3901",5,8,2
"3902",5,5,2
"3903",5,3,3
"3904",5,6,2
"3905",5,5,3
"3906",5,7,3
"3907",5,3,2
"3908",5,5,2
"3909",5,7,2
"3910",5,5,2
"3911",5,4,2
"3912",5,4,3
"3913",5,6,2
"3914",5,7,2
"3915",5,6,3
"3916",5,5,2
"3917",5,4,3
"3918",5,1,2
"3919",5,5,4
"3920",5,5,2
"3921",5,7,2
"3922",5,6,3
"3923",5,7,3
"3924",5,NA,3
"3925",5,8,4
"3926",5,4,3
"3927",5,4,3
"3928",5,7,2
"3929",5,7,3
"3930",5,4,4
"3931",5,8,3
"3932",5,2,3
"3933",5,3,3
"3934",5,2,3
"3935",5,5,2
"3936",5,5,2
"3937",5,6,2
"3938",5,5,2
"3939",5,6,3
"3940",5,NA,NA
"3941",5,4,3
"3942",5,6,4
"3943",5,3,2
"3944",5,2,4
"3945",5,3,3
"3946",5,6,3
"3947",5,1,3
"3948",5,7,3
"3949",5,5,4
"3950",5,5,4
"3951",5,5,4
"3952",5,6,1
"3953",5,6,3
"3954",5,6,2
"3955",5,7,2
"3956",5,7,2
"3957",5,7,2
"3958",5,2,2
"3959",5,1,3
"3960",5,NA,1
"3961",5,3,3
"3962",5,NA,3
"3963",5,6,3
"3964",5,3,3
"3965",5,5,2
"3966",5,5,3
"3967",5,10,4
"3968",5,5,1
"3969",5,8,2
"3970",5,7,4
"3971",5,4,3
"3972",5,NA,2
"3973",5,5,NA
"3974",5,6,2
"3975",5,4,1
"3976",5,6,3
"3977",5,NA,NA
"3978",5,4,4
"3979",5,6,3
"3980",5,5,2
"3981",5,NA,NA
"3982",5,9,3
"3983",5,NA,3
"3984",5,3,2
"3985",5,5,3
"3986",5,4,2
"3987",5,9,3
"3988",5,7,2
"3989",5,1,3
"3990",5,8,3
"3991",5,NA,4
"3992",6,5,4
"3993",6,4,2
"3994",6,7,3
"3995",6,6,3
"3996",6,10,2
"3997",6,3,4
"3998",6,5,3
"3999",6,6,2
"4000",6,7,2
"4001",6,8,2
"4002",6,7,3
"4003",6,6,3
"4004",6,NA,2
"4005",6,5,2
"4006",6,6,2
"4007",6,6,3
"4008",6,5,2
"4009",6,8,3
"4010",6,4,3
"4011",6,6,2
"4012",6,NA,3
"4013",6,4,3
"4014",6,6,3
"4015",6,NA,NA
"4016",6,6,1
"4017",6,6,2
"4018",6,1,3
"4019",6,7,3
"4020",6,7,4
"4021",6,9,3
"4022",6,7,NA
"4023",6,4,3
"4024",6,8,3
"4025",6,5,2
"4026",6,5,2
"4027",6,5,4
"4028",6,6,3
"4029",6,8,3
"4030",6,6,4
"4031",6,6,4
"4032",6,7,2
"4033",6,5,3
"4034",6,8,3
"4035",6,5,1
"4036",6,6,3
"4037",6,7,2
"4038",6,5,1
"4039",6,6,4
"4040",6,7,3
"4041",6,10,2
"4042",6,2,3
"4043",6,7,3
"4044",6,3,4
"4045",6,5,3
"4046",6,7,1
"4047",6,7,2
"4048",6,8,2
"4049",6,5,2
"4050",6,6,3
"4051",6,6,3
"4052",6,8,3
"4053",6,3,3
"4054",6,5,3
"4055",6,7,4
"4056",6,7,3
"4057",6,5,4
"4058",6,7,2
"4059",6,4,3
"4060",6,6,3
"4061",6,3,3
"4062",6,7,3
"4063",6,3,3
"4064",6,4,3
"4065",6,7,4
"4066",6,7,3
"4067",6,4,2
"4068",6,8,3
"4069",6,4,2
"4070",6,6,3
"4071",6,6,2
"4072",6,4,2
"4073",6,4,3
"4074",6,1,3
"4075",6,7,3
"4076",6,5,2
"4077",6,7,3
"4078",6,6,3
"4079",6,7,3
"4080",6,7,3
"4081",6,NA,NA
"4082",6,4,3
"4083",6,5,3
"4084",6,7,2
"4085",6,9,3
"4086",6,2,4
"4087",6,5,4
"4088",6,6,2
"4089",6,1,2
"4090",6,6,1
"4091",6,5,1
"4092",6,6,3
"4093",6,7,3
"4094",6,5,2
"4095",6,4,2
"4096",6,4,2
"4097",6,8,3
"4098",6,1,3
"4099",6,NA,3
"4100",6,3,2
"4101",6,6,3
"4102",6,6,3
"4103",6,8,1
"4104",6,5,4
"4105",6,2,3
"4106",6,5,2
"4107",6,7,2
"4108",6,6,1
"4109",6,7,2
"4110",6,5,2
"4111",6,2,4
"4112",6,4,3
"4113",6,6,3
"4114",6,3,3
"4115",6,2,2
"4116",6,9,3
"4117",6,4,2
"4118",6,5,4
"4119",6,7,2
"4120",6,8,2
"4121",6,6,2
"4122",6,5,3
"4123",6,6,2
"4124",6,7,2
"4125",6,4,4
"4126",6,7,3
"4127",6,9,3
"4128",6,2,4
"4129",6,5,4
"4130",6,7,1
"4131",6,8,2
"4132",6,6,3
"4133",6,7,3
"4134",6,2,4
"4135",6,4,3
"4136",6,5,3
"4137",6,6,3
"4138",6,7,3
"4139",6,3,3
"4140",6,4,4
"4141",6,4,4
"4142",6,5,3
"4143",6,9,2
"4144",6,3,3
"4145",6,6,3
"4146",6,7,2
"4147",6,3,3
"4148",6,8,2
"4149",6,7,1
"4150",6,6,4
"4151",6,7,4
"4152",6,6,3
"4153",6,5,2
"4154",6,3,4
"4155",6,NA,NA
"4156",6,3,3
"4157",6,5,3
"4158",6,7,2
"4159",6,5,3
"4160",6,7,2
"4161",6,5,3
"4162",6,3,4
"4163",6,3,3
"4164",6,6,3
"4165",6,6,2
"4166",6,8,3
"4167",6,10,2
"4168",6,7,2
"4169",6,5,3
"4170",6,5,2
"4171",6,6,3
"4172",6,8,1
"4173",6,5,3
"4174",6,7,3
"4175",6,5,3
"4176",6,6,NA
"4177",6,4,3
"4178",6,6,3
"4179",6,5,3
"4180",6,6,2
"4181",6,2,4
"4182",6,6,3
"4183",6,5,3
"4184",6,6,3
"4185",6,6,2
"4186",6,5,4
"4187",6,6,2
"4188",6,3,3
"4189",6,4,3
"4190",6,3,2
"4191",6,5,2
"4192",6,3,2
"4193",6,7,3
"4194",6,5,NA
"4195",6,7,4
"4196",6,7,4
"4197",6,5,3
"4198",6,1,4
"4199",6,5,2
"4200",6,6,1
"4201",6,3,3
"4202",6,4,3
"4203",6,7,2
"4204",6,5,2
"4205",6,NA,NA
"4206",6,6,2
"4207",6,1,4
"4208",6,5,3
"4209",6,6,2
"4210",6,8,2
"4211",6,6,3
"4212",6,8,2
"4213",6,3,2
"4214",6,7,2
"4215",6,4,3
"4216",6,5,4
"4217",6,3,4
"4218",6,5,3
"4219",6,7,3
"4220",6,2,3
"4221",6,6,3
"4222",6,6,4
"4223",6,6,2
"4224",6,8,2
"4225",6,4,2
"4226",6,3,4
"4227",6,NA,3
"4228",6,6,3
"4229",6,1,3
"4230",6,2,4
"4231",6,6,3
"4232",6,7,3
"4233",6,6,2
"4234",6,4,1
"4235",6,5,2
"4236",6,5,3
"4237",6,6,3
"4238",6,5,2
"4239",6,8,3
"4240",6,8,2
"4241",6,6,2
"4242",6,2,3
"4243",6,3,4
"4244",6,1,2
