"","wave","Q288","Q252"
"7029",7,2,5
"7030",7,7,5
"7031",7,1,3
"7032",7,7,1
"7033",7,7,5
"7034",7,6,3
"7035",7,8,3
"7036",7,1,5
"7037",7,5,6
"7038",7,3,5
"7039",7,5,6
"7040",7,6,3
"7041",7,7,7
"7042",7,2,2
"7043",7,5,1
"7044",7,6,2
"7045",7,5,8
"7046",7,5,1
"7047",7,3,3
"7048",7,3,5
"7049",7,3,NA
"7050",7,6,3
"7051",7,3,1
"7052",7,4,4
"7053",7,3,1
"7054",7,7,3
"7055",7,8,2
"7056",7,6,5
"7057",7,6,4
"7058",7,7,5
"7059",7,5,5
"7060",7,4,7
"7061",7,1,10
"7062",7,4,8
"7063",7,3,7
"7064",7,5,8
"7065",7,5,1
"7066",7,7,1
"7067",7,3,3
"7068",7,6,6
"7069",7,4,2
"7070",7,7,4
"7071",7,6,3
"7072",7,5,2
"7073",7,6,6
"7074",7,NA,6
"7075",7,4,6
"7076",7,4,4
"7077",7,3,7
"7078",7,6,1
"7079",7,5,4
"7080",7,6,5
"7081",7,7,7
"7082",7,4,10
"7083",7,3,5
"7084",7,4,5
"7085",7,3,6
"7086",7,7,7
"7087",7,2,1
"7088",7,9,7
"7089",7,6,4
"7090",7,5,1
"7091",7,7,7
"7092",7,7,8
"7093",7,4,7
"7094",7,6,3
"7095",7,3,4
"7096",7,5,5
"7097",7,6,6
"7098",7,8,1
"7099",7,2,1
"7100",7,2,8
"7101",7,3,1
"7102",7,4,3
"7103",7,5,4
"7104",7,1,1
"7105",7,7,3
"7106",7,4,5
"7107",7,6,8
"7108",7,NA,NA
"7109",7,2,1
"7110",7,2,4
"7111",7,4,6
"7112",7,3,8
"7113",7,6,3
"7114",7,6,4
"7115",7,4,2
"7116",7,4,7
"7117",7,5,8
"7118",7,3,5
"7119",7,7,6
"7120",7,6,NA
"7121",7,5,8
"7122",7,5,4
"7123",7,4,4
"7124",7,6,2
"7125",7,8,5
"7126",7,4,3
"7127",7,8,2
"7128",7,4,5
"7129",7,6,2
"7130",7,7,8
"7131",7,7,6
"7132",7,6,7
"7133",7,6,4
"7134",7,8,4
"7135",7,5,1
"7136",7,6,1
"7137",7,4,9
"7138",7,2,7
"7139",7,3,2
"7140",7,8,9
"7141",7,7,4
"7142",7,4,2
"7143",7,3,4
"7144",7,5,5
"7145",7,5,5
"7146",7,5,3
"7147",7,6,8
"7148",7,2,4
"7149",7,7,2
"7150",7,6,7
"7151",7,7,8
"7152",7,4,4
"7153",7,7,1
"7154",7,2,5
"7155",7,7,1
"7156",7,5,6
"7157",7,6,5
"7158",7,8,3
"7159",7,6,6
"7160",7,5,5
"7161",7,7,4
"7162",7,1,1
"7163",7,NA,NA
"7164",7,4,8
"7165",7,5,5
"7166",7,7,7
"7167",7,5,3
"7168",7,4,5
"7169",7,4,5
"7170",7,5,1
"7171",7,7,6
"7172",7,9,7
"7173",7,5,7
"7174",7,5,4
"7175",7,6,1
"7176",7,2,5
"7177",7,5,5
"7178",7,6,1
"7179",7,5,2
"7180",7,3,10
"7181",7,6,4
"7182",7,7,3
"7183",7,7,4
"7184",7,6,4
"7185",7,5,1
"7186",7,6,8
"7187",7,8,1
"7188",7,6,4
"7189",7,6,3
"7190",7,7,10
"7191",7,6,8
"7192",7,9,6
"7193",7,5,5
"7194",7,2,3
"7195",7,7,5
"7196",7,7,5
"7197",7,6,2
"7198",7,8,9
"7199",7,7,4
"7200",7,6,8
"7201",7,6,6
"7202",7,6,6
"7203",7,4,1
"7204",7,6,3
"7205",7,7,2
"7206",7,10,1
"7207",7,1,1
"7208",7,7,1
"7209",7,1,1
"7210",7,7,3
"7211",7,4,7
"7212",7,6,2
"7213",7,4,2
"7214",7,5,5
"7215",7,3,2
"7216",7,1,10
"7217",7,9,5
"7218",7,7,3
"7219",7,4,4
"7220",7,2,2
"7221",7,7,3
"7222",7,9,9
"7223",7,5,5
"7224",7,4,3
"7225",7,4,4
"7226",7,3,1
"7227",7,3,1
"7228",7,7,8
"7229",7,8,9
"7230",7,6,5
"7231",7,7,6
"7232",7,6,3
"7233",7,6,7
"7234",7,7,5
"7235",7,7,3
"7236",7,7,7
"7237",7,6,2
"7238",7,3,4
"7239",7,4,5
"7240",7,8,2
"7241",7,7,8
"7242",7,7,8
"7243",7,5,4
"7244",7,1,5
"7245",7,4,3
"7246",7,5,2
"7247",7,4,2
"7248",7,3,1
"7249",7,5,6
"7250",7,5,1
"7251",7,5,3
"7252",7,5,7
"7253",7,5,8
"7254",7,8,1
"7255",7,6,7
"7256",7,5,5
"7257",7,5,4
"7258",7,4,4
"7259",7,4,6
"7260",7,6,3
"7261",7,6,3
"7262",7,4,1
"7263",7,3,6
"7264",7,4,2
"7265",7,8,7
"7266",7,3,4
"7267",7,5,1
"7268",7,3,3
"7269",7,5,6
"7270",7,10,10
"7271",7,3,3
"7272",7,5,1
"7273",7,4,3
"7274",7,6,8
"7275",7,2,3
"7276",7,5,7
"7277",7,6,5
"7278",7,5,8
"7279",7,4,2
"7280",7,3,1
"7281",7,7,4
"7282",7,9,4
"7283",7,3,1
"7284",7,6,9
"7285",7,5,1
"7286",7,6,1
"7287",7,5,5
"7288",7,5,6
"7289",7,4,1
"7290",7,5,4
"7291",7,5,6
"7292",7,3,1
"7293",7,6,6
"7294",7,7,6
"7295",7,4,2
"7296",7,5,6
"7297",7,1,5
"7298",7,3,3
"7299",7,5,6
"7300",7,5,6
"7301",7,8,7
"7302",7,6,4
"7303",7,4,3
"7304",7,4,5
"7305",7,7,6
"7306",7,4,7
"7307",7,6,1
"7308",7,5,1
"7309",7,10,4
"7310",7,7,2
"7311",7,3,1
"7312",7,7,2
"7313",7,4,5
"7314",7,7,3
"7315",7,6,4
"7316",7,6,2
"7317",7,6,2
"7318",7,6,1
"7319",7,7,2
"7320",7,5,5
"7321",7,7,1
"7322",7,8,4
"7323",7,7,1
"7324",7,5,4
"7325",7,3,1
"7326",7,7,8
"7327",7,5,2
"7328",7,6,3
"7329",7,4,3
"7330",7,7,4
"7331",7,9,3
"7332",7,7,8
"7333",7,6,2
"7334",7,6,6
"7335",7,6,3
"7336",7,4,1
"7337",7,NA,7
"7338",7,4,3
"7339",7,1,5
"7340",7,6,7
"7341",7,4,3
"7342",7,7,3
"7343",7,6,1
"7344",7,4,5
"7345",7,6,9
"7346",7,5,2
"7347",7,3,4
"7348",7,5,2
"7349",7,7,6
"7350",7,2,5
"7351",7,5,6
"7352",7,8,8
"7353",7,6,1
"7354",7,1,5
"7355",7,7,3
"7356",7,5,6
"7357",7,7,2
"7358",7,4,4
"7359",7,3,3
"7360",7,7,8
"7361",7,2,7
"7362",7,4,4
"7363",7,5,3
"7364",7,7,3
"7365",7,3,3
"7366",7,3,4
"7367",7,6,7
"7368",7,8,5
"7369",7,7,8
"7370",7,6,3
"7371",7,6,1
"7372",7,4,4
"7373",7,6,4
"7374",7,2,1
"7375",7,8,8
"7376",7,4,4
"7377",7,3,6
"7378",7,5,1
"7379",7,5,5
"7380",7,4,1
"7381",7,4,5
"7382",7,4,1
"7383",7,6,5
"7384",7,3,3
"7385",7,5,8
"7386",7,7,2
"7387",7,9,3
"7388",7,5,7
"7389",7,5,6
"7390",7,5,3
"7391",7,5,3
"7392",7,7,6
"7393",7,1,7
"7394",7,4,2
"7395",7,6,4
"7396",7,4,5
"7397",7,4,6
"7398",7,5,1
"7399",7,4,3
"7400",7,7,2
"7401",7,3,1
"7402",7,6,2
"7403",7,9,4
"7404",7,7,2
"7405",7,6,6
"7406",7,5,8
"7407",7,5,2
"7408",7,8,6
"7409",7,5,8
"7410",7,NA,5
"7411",7,6,NA
"7412",7,6,5
"7413",7,3,1
"7414",7,7,5
"7415",7,4,3
"7416",7,3,8
"7417",7,7,2
"7418",7,5,5
"7419",7,4,4
"7420",7,3,1
"7421",7,6,7
"7422",7,5,1
"7423",7,4,6
"7424",7,6,3
"7425",7,7,8
"7426",7,5,1
"7427",7,4,6
"7428",7,7,5
"7429",7,1,8
"7430",7,5,2
"7431",7,9,1
"7432",7,3,7
"7433",7,NA,NA
"7434",7,5,1
"7435",7,6,2
"7436",7,5,3
"7437",7,6,7
"7438",7,1,5
"7439",7,3,4
"7440",7,5,1
"7441",7,8,6
"7442",7,5,5
"7443",7,4,6
"7444",7,3,6
"7445",7,8,6
"7446",7,6,8
"7447",7,7,1
"7448",7,8,5
"7449",7,5,4
"7450",7,1,5
"7451",7,8,1
"7452",7,6,6
"7453",7,7,2
"7454",7,6,1
"7455",7,5,5
"7456",7,6,7
"7457",7,2,5
"7458",7,7,1
"7459",7,6,1
"7460",7,7,4
"7461",7,4,8
"7462",7,9,5
"7463",7,5,5
"7464",7,5,3
"7465",7,5,6
"7466",7,6,8
"7467",7,7,4
"7468",7,6,3
"7469",7,5,5
"7470",7,8,7
"7471",7,7,3
"7472",7,3,3
"7473",7,5,5
"7474",7,5,4
"7475",7,6,5
"7476",7,2,1
"7477",7,4,4
"7478",7,7,7
"7479",7,4,6
"7480",7,7,4
"7481",7,6,10
"7482",7,8,3
"7483",7,2,1
"7484",7,5,8
"7485",7,5,7
"7486",7,5,5
"7487",7,NA,5
"7488",7,7,4
"7489",7,2,1
"7490",7,4,5
"7491",7,7,8
"7492",7,6,3
"7493",7,6,NA
"7494",7,4,4
"7495",7,5,5
"7496",7,5,5
"7497",7,4,5
"7498",7,4,2
"7499",7,6,1
"7500",7,4,6
"7501",7,5,6
"7502",7,5,4
"7503",7,5,1
"7504",7,2,1
"7505",7,NA,1
"7506",7,6,2
"7507",7,4,4
"7508",7,5,3
"7509",7,5,6
"7510",7,4,1
"7511",7,5,5
"7512",7,5,4
"7513",7,7,5
"7514",7,5,3
"7515",7,4,7
"7516",7,4,1
"7517",7,3,4
"7518",7,8,3
"7519",7,6,1
"7520",7,5,5
"7521",7,2,4
"7522",7,8,7
"7523",7,7,1
"7524",7,5,9
"7525",7,6,1
"7526",7,6,7
"7527",7,2,7
"7528",7,4,7
"7529",7,2,5
"7530",7,5,1
"7531",7,6,7
"7532",7,8,4
"7533",7,6,3
"7534",7,6,3
"7535",7,6,6
"7536",7,5,4
"7537",7,9,2
"7538",7,7,7
"7539",7,7,7
"7540",7,6,10
"7541",7,4,5
"7542",7,4,1
"7543",7,3,1
"7544",7,3,8
"7545",7,1,4
"7546",7,4,5
"7547",7,3,2
"7548",7,NA,2
"7549",7,3,2
"7550",7,7,3
"7551",7,9,10
"7552",7,6,3
"7553",7,4,2
"7554",7,6,7
"7555",7,5,5
"7556",7,8,3
"7557",7,6,6
"7558",7,5,6
"7559",7,6,4
"7560",7,8,2
"7561",7,7,2
"7562",7,1,1
"7563",7,7,1
"7564",7,4,3
"7565",7,1,1
"7566",7,1,NA
"7567",7,7,3
"7568",7,6,10
"7569",7,3,4
"7570",7,5,6
"7571",7,5,5
"7572",7,NA,5
"7573",7,6,5
"7574",7,3,9
"7575",7,8,4
"7576",7,9,7
"7577",7,4,2
"7578",7,3,5
"7579",7,3,1
"7580",7,2,4
"7581",7,6,1
"7582",7,9,7
"7583",7,1,5
"7584",7,5,4
"7585",7,8,10
"7586",7,6,1
"7587",7,6,8
"7588",7,5,7
"7589",7,4,7
"7590",7,5,8
"7591",7,6,8
"7592",7,5,5
"7593",7,5,7
"7594",7,10,1
"7595",7,6,7
"7596",7,6,3
"7597",7,8,7
"7598",7,NA,8
"7599",7,1,1
"7600",7,6,6
"7601",7,6,5
"7602",7,4,1
"7603",7,4,5
"7604",7,6,6
"7605",7,5,4
"7606",7,5,6
"7607",7,3,7
"7608",7,7,2
"7609",7,1,4
"7610",7,5,3
"7611",7,5,7
"7612",7,5,8
"7613",7,5,1
"7614",7,4,5
"7615",7,5,7
"7616",7,6,4
"7617",7,2,7
"7618",7,2,2
"7619",7,NA,1
"7620",7,4,8
"7621",7,5,2
"7622",7,4,2
"7623",7,5,5
"7624",7,8,4
"7625",7,1,10
"7626",7,5,5
"7627",7,1,1
"7628",7,5,7
"7629",7,6,7
"7630",7,5,5
"7631",7,3,1
"7632",7,7,3
"7633",7,4,4
"7634",7,4,5
"7635",7,2,1
"7636",7,3,3
"7637",7,7,4
"7638",7,7,6
"7639",7,8,7
"7640",7,3,1
"7641",7,7,4
"7642",7,2,5
"7643",7,2,1
"7644",7,7,4
"7645",7,6,6
"7646",7,1,5
"7647",7,7,10
"7648",7,4,8
"7649",7,6,6
"7650",7,4,4
"7651",7,6,7
"7652",7,6,1
"7653",7,6,5
"7654",7,8,8
"7655",7,6,4
"7656",7,8,1
"7657",7,7,4
"7658",7,NA,NA
"7659",7,6,8
"7660",7,7,6
"7661",7,5,8
"7662",7,4,7
"7663",7,4,2
"7664",7,4,1
"7665",7,6,6
"7666",7,4,8
"7667",7,7,3
"7668",7,2,4
"7669",7,8,8
"7670",7,4,5
"7671",7,1,1
"7672",7,4,1
"7673",7,6,6
"7674",7,2,2
"7675",7,6,1
"7676",7,7,2
"7677",7,6,5
"7678",7,8,7
"7679",7,3,7
"7680",7,1,1
"7681",7,7,1
"7682",7,5,5
"7683",7,3,4
"7684",7,3,4
"7685",7,5,3
"7686",7,8,4
"7687",7,5,5
"7688",7,5,5
"7689",7,8,1
"7690",7,6,1
"7691",7,2,8
"7692",7,1,4
"7693",7,2,6
"7694",7,4,8
"7695",7,3,5
"7696",7,3,3
"7697",7,7,3
"7698",7,6,1
"7699",7,5,8
"7700",7,6,1
"7701",7,4,3
"7702",7,5,6
"7703",7,4,3
"7704",7,6,1
"7705",7,4,5
"7706",7,3,4
"7707",7,6,6
"7708",7,4,1
"7709",7,5,7
"7710",7,5,1
"7711",7,5,5
"7712",7,5,6
"7713",7,5,5
"7714",7,8,2
"7715",7,5,5
"7716",7,4,3
"7717",7,3,1
"7718",7,5,7
"7719",7,4,7
"7720",7,7,5
"7721",7,6,5
"7722",7,7,5
"7723",7,3,6
"7724",7,8,6
"7725",7,3,7
"7726",7,2,2
"7727",7,7,5
"7728",7,4,4
"7729",7,3,3
"7730",7,7,2
"7731",7,9,7
"7732",7,4,5
"7733",7,6,6
"7734",7,7,2
"7735",7,1,1
"7736",7,6,5
"7737",7,5,1
"7738",7,8,1
"7739",7,4,3
"7740",7,8,3
"7741",7,4,4
"7742",7,5,5
"7743",7,1,5
"7744",7,5,8
"7745",7,6,3
"7746",7,4,3
"7747",7,5,9
"7748",7,6,6
"7749",7,10,4
"7750",7,3,5
"7751",7,8,7
"7752",7,5,3
"7753",7,1,6
"7754",7,2,5
"7755",7,8,3
"7756",7,3,7
"7757",7,3,4
"7758",7,4,7
"7759",7,3,7
"7760",7,6,3
"7761",7,6,3
"7762",7,1,7
"7763",7,3,3
"7764",7,6,3
"7765",7,7,3
"7766",7,5,8
"7767",7,7,1
"7768",7,3,1
"7769",7,5,5
"7770",7,1,5
"7771",7,5,5
"7772",7,6,2
"7773",7,NA,NA
"7774",7,4,2
"7775",7,10,10
"7776",7,6,5
"7777",7,3,4
"7778",7,3,4
"7779",7,4,1
"7780",7,2,4
"7781",7,4,7
"7782",7,3,5
"7783",7,7,NA
"7784",7,3,8
"7785",7,4,8
"7786",7,NA,NA
"7787",7,1,10
"7788",7,5,1
"7789",7,7,8
"7790",7,7,9
"7791",7,4,1
"7792",7,5,8
"7793",7,4,5
"7794",7,5,6
"7795",7,9,3
"7796",7,2,1
"7797",7,10,10
"7798",7,7,6
"7799",7,5,5
"7800",7,6,6
"7801",7,5,6
"7802",7,2,1
"7803",7,7,9
"7804",7,6,7
"7805",7,6,7
"7806",7,4,5
"7807",7,6,7
"7808",7,5,2
"7809",7,5,5
"7810",7,1,1
"7811",7,6,7
"7812",7,3,1
"7813",7,6,6
"7814",7,7,4
"7815",7,7,4
"7816",7,3,2
"7817",7,5,2
"7818",7,5,1
"7819",7,4,3
"7820",7,5,3
"7821",7,8,1
"7822",7,7,8
"7823",7,8,1
"7824",7,8,3
"7825",7,6,1
"7826",7,5,2
"7827",7,5,8
"7828",7,8,10
"7829",7,8,2
"7830",7,4,8
"7831",7,7,3
"7832",7,1,1
"7833",7,1,8
"7834",7,4,9
"7835",7,2,5
"7836",7,6,4
"7837",7,3,3
"7838",7,1,7
"7839",7,4,1
"7840",7,5,8
"7841",7,5,1
"7842",7,7,2
"7843",7,NA,1
"7844",7,6,7
"7845",7,8,5
"7846",7,5,5
"7847",7,NA,5
"7848",7,6,6
"7849",7,6,2
"7850",7,5,2
"7851",7,6,5
"7852",7,5,5
"7853",7,8,1
"7854",7,4,1
"7855",7,5,3
"7856",7,6,1
"7857",7,4,6
"7858",7,5,6
"7859",7,3,3
"7860",7,5,5
"7861",7,5,5
"7862",7,5,1
"7863",7,7,2
"7864",7,4,6
"7865",7,3,1
"7866",7,3,2
"7867",7,1,1
"7868",7,5,3
"7869",7,6,8
"7870",7,5,5
"7871",7,6,4
"7872",7,2,1
"7873",7,3,2
"7874",7,6,3
"7875",7,6,4
"7876",7,10,10
"7877",7,1,1
"7878",7,8,7
"7879",7,8,2
"7880",7,6,7
"7881",7,6,3
"7882",7,6,2
"7883",7,5,6
"7884",7,5,1
"7885",7,7,5
"7886",7,3,6
"7887",7,5,5
"7888",7,6,1
"7889",7,NA,NA
"7890",7,5,1
"7891",7,3,6
"7892",7,7,6
"7893",7,7,4
"7894",7,6,4
"7895",7,3,4
"7896",7,8,3
"7897",7,3,2
"7898",7,4,2
"7899",7,7,7
"7900",7,6,1
"7901",7,6,6
"7902",7,5,9
"7903",7,4,7
"7904",7,5,5
"7905",7,3,7
"7906",7,6,4
"7907",7,4,3
"7908",7,6,1
"7909",7,2,1
"7910",7,3,2
"7911",7,6,3
"7912",7,7,4
"7913",7,7,8
"7914",7,7,7
"7915",7,4,5
"7916",7,8,3
"7917",7,6,6
"7918",7,7,7
"7919",7,5,4
"7920",7,8,6
"7921",7,7,7
"7922",7,5,8
"7923",7,2,1
"7924",7,6,1
"7925",7,NA,6
"7926",7,5,4
"7927",7,6,3
"7928",7,6,4
"7929",7,5,4
"7930",7,6,3
"7931",7,3,2
"7932",7,6,7
"7933",7,4,3
"7934",7,6,4
"7935",7,1,2
"7936",7,5,1
"7937",7,5,1
"7938",7,5,5
"7939",7,6,3
"7940",7,6,5
"7941",7,5,4
"7942",7,4,6
"7943",7,5,6
"7944",7,5,1
"7945",7,2,1
"7946",7,7,8
"7947",7,6,3
"7948",7,3,7
"7949",7,8,4
"7950",7,9,2
"7951",7,3,7
"7952",7,6,3
"7953",7,10,5
"7954",7,4,1
"7955",7,6,4
"7956",7,3,8
"7957",7,7,8
"7958",7,7,6
"7959",7,8,2
"7960",7,3,3
"7961",7,10,2
"7962",7,6,8
"7963",7,5,5
"7964",7,7,10
"7965",7,5,7
"7966",7,7,7
"7967",7,5,4
"7968",7,4,8
"7969",7,1,5
"7970",7,5,8
"7971",7,4,1
"7972",7,6,1
"7973",7,5,4
"7974",7,4,3
"7975",7,7,2
"7976",7,6,2
"7977",7,1,8
"7978",7,4,3
"7979",7,2,7
"7980",7,3,2
"7981",7,6,6
"7982",7,6,6
"7983",7,4,4
"7984",7,7,1
"7985",7,5,7
"7986",7,8,7
"7987",7,7,3
"7988",7,5,7
"7989",7,5,1
"7990",7,5,5
"7991",7,5,1
"7992",7,5,2
"7993",7,2,5
"7994",7,1,7
"7995",7,5,6
"7996",7,4,7
"7997",7,5,3
"7998",7,3,9
"7999",7,3,7
"8000",7,6,6
"8001",7,6,6
"8002",7,3,1
"8003",7,7,3
"8004",7,5,4
"8005",7,2,3
"8006",7,8,2
"8007",7,6,8
"8008",7,4,3
"8009",7,2,4
"8010",7,2,3
"8011",7,7,6
"8012",7,8,9
"8013",7,7,8
"8014",7,NA,7
"8015",7,6,6
"8016",7,8,7
"8017",7,6,6
"8018",7,5,9
"8019",7,10,10
"8020",7,8,3
"8021",7,7,4
"8022",7,6,7
"8023",7,8,8
"8024",7,7,6
"8025",7,7,3
"8026",7,8,3
"8027",7,5,6
"8028",7,3,4
"8029",7,7,2
"8030",7,3,6
"8031",7,5,1
"8032",7,5,8
"8033",7,5,3
"8034",7,6,7
"8035",7,5,1
"8036",7,3,4
"8037",7,4,5
"8038",7,4,3
"8039",7,6,5
"8040",7,3,4
"8041",7,4,2
"8042",7,7,3
"8043",7,7,7
"8044",7,5,1
"8045",7,2,6
"8046",7,4,7
"8047",7,6,1
"8048",7,4,1
"8049",7,6,7
"8050",7,6,6
"8051",7,5,1
"8052",7,7,10
"8053",7,5,6
"8054",7,7,9
"8055",7,8,1
"8056",7,5,9
"8057",7,7,2
"8058",7,7,6
"8059",7,5,5
"8060",7,5,4
"8061",7,3,7
"8062",7,8,5
"8063",7,3,1
"8064",7,2,5
"8065",7,6,1
"8066",7,3,2
"8067",7,7,8
"8068",7,1,5
"8069",7,6,9
"8070",7,2,4
"8071",7,7,2
"8072",7,8,6
"8073",7,2,1
"8074",7,7,6
"8075",7,5,4
"8076",7,7,7
"8077",7,3,3
"8078",7,7,6
"8079",7,5,2
"8080",7,8,2
"8081",7,4,3
"8082",7,7,4
"8083",7,3,6
"8084",7,3,7
"8085",7,6,NA
"8086",7,7,2
"8087",7,7,1
"8088",7,6,1
"8089",7,6,3
"8090",7,2,1
"8091",7,5,5
"8092",7,1,7
"8093",7,7,2
"8094",7,3,7
"8095",7,7,3
"8096",7,7,5
"8097",7,NA,7
"8098",7,6,4
"8099",7,7,6
"8100",7,5,7
"8101",7,6,6
"8102",7,4,8
"8103",7,3,5
"8104",7,6,7
"8105",7,4,4
"8106",7,5,7
"8107",7,6,10
"8108",7,7,7
"8109",7,6,5
"8110",7,3,4
"8111",7,8,3
"8112",7,1,6
"8113",7,5,2
"8114",7,4,6
"8115",7,5,6
"8116",7,2,2
"8117",7,5,1
"8118",7,7,6
"8119",7,6,1
"8120",7,5,6
"8121",7,6,3
"8122",7,5,7
"8123",7,5,2
"8124",7,4,1
"8125",7,5,1
"8126",7,7,6
"8127",7,3,2
"8128",7,7,5
"8129",7,7,5
"8130",7,5,7
"8131",7,8,2
"8132",7,4,1
"8133",7,5,6
"8134",7,1,5
"8135",7,6,2
"8136",7,7,7
"8137",7,6,5
"8138",7,6,4
"8139",7,4,3
"8140",7,7,6
"8141",7,5,8
"8142",7,NA,NA
"8143",7,5,1
"8144",7,6,5
"8145",7,7,9
"8146",7,5,3
"8147",7,8,6
"8148",7,4,6
"8149",7,7,4
"8150",7,4,6
"8151",7,4,6
"8152",7,6,6
"8153",7,5,7
"8154",7,7,7
"8155",7,6,3
"8156",7,2,5
"8157",7,7,4
"8158",7,7,10
"8159",7,7,1
"8160",7,3,6
"8161",7,7,2
"8162",7,7,8
"8163",7,7,7
"8164",7,6,7
"8165",7,7,5
"8166",7,NA,9
"8167",7,2,3
"8168",7,8,5
"8169",7,8,3
"8170",7,4,6
"8171",7,5,5
"8172",7,6,5
"8173",7,2,3
"8174",7,5,6
"8175",7,3,5
"8176",7,4,1
"8177",7,1,1
"8178",7,5,5
"8179",7,5,4
"8180",7,6,1
"8181",7,5,2
"8182",7,5,5
"8183",7,5,3
"8184",7,5,1
"8185",7,4,4
"8186",7,8,6
"8187",7,3,7
"8188",7,6,8
"8189",7,6,1
"8190",7,6,7
"8191",7,3,1
"8192",7,6,7
"8193",7,7,3
"8194",7,3,7
"8195",7,5,NA
"8196",7,10,3
"8197",7,5,2
"8198",7,4,4
"8199",7,4,4
"8200",7,7,5
"8201",7,4,4
"8202",7,4,4
"8203",7,7,3
"8204",7,5,5
"8205",7,7,8
"8206",7,5,1
"8207",7,5,1
"8208",7,2,1
"8209",7,2,1
"8210",7,5,6
"8211",7,6,4
"8212",7,5,5
"8213",7,1,5
"8214",7,5,1
"8215",7,5,8
"8216",7,9,7
"8217",7,4,4
"8218",7,4,8
"8219",7,1,7
"8220",7,4,1
"8221",7,6,8
"8222",7,7,3
"8223",7,6,1
"8224",7,5,6
"8225",7,NA,6
"8226",7,5,6
"8227",7,4,4
"8228",7,5,4
"8229",7,8,3
"8230",7,5,6
"8231",7,7,2
"8232",7,2,3
"8233",7,2,6
"8234",7,3,9
"8235",7,5,6
"8236",7,7,4
"8237",7,3,6
"8238",7,7,7
"8239",7,6,2
"8240",7,9,6
"8241",7,1,5
"8242",7,4,4
"8243",7,6,7
"8244",7,5,3
"8245",7,6,2
"8246",7,5,1
"8247",7,2,8
"8248",7,5,10
"8249",7,2,8
"8250",7,7,5
"8251",7,4,1
"8252",7,1,1
"8253",7,3,1
"8254",7,4,7
"8255",7,5,5
"8256",7,5,3
"8257",7,6,6
"8258",7,6,1
"8259",7,1,9
"8260",7,4,1
"8261",7,5,10
"8262",7,5,3
"8263",7,7,10
"8264",7,8,6
"8265",7,4,8
"8266",7,7,7
"8267",7,2,4
"8268",7,6,1
"8269",7,5,3
"8270",7,8,7
"8271",7,4,3
"8272",7,5,5
"8273",7,6,4
"8274",7,3,1
"8275",7,4,5
"8276",7,6,1
"8277",7,1,2
"8278",7,7,7
"8279",7,3,2
"8280",7,5,7
"8281",7,5,4
"8282",7,3,1
"8283",7,1,3
"8284",7,7,7
"8285",7,10,7
"8286",7,7,1
"8287",7,7,6
"8288",7,5,1
"8289",7,5,8
"8290",7,5,8
"8291",7,1,1
"8292",7,5,6
"8293",7,5,1
"8294",7,3,1
"8295",7,7,8
"8296",7,7,4
"8297",7,5,1
"8298",7,NA,8
"8299",7,7,6
"8300",7,5,3
"8301",7,7,7
"8302",7,8,3
"8303",7,3,5
"8304",7,7,6
"8305",7,4,3
"8306",7,NA,NA
"8307",7,7,2
"8308",7,7,2
"8309",7,6,6
"8310",7,1,5
"8311",7,7,6
"8312",7,3,8
"8313",7,4,1
"8314",7,5,3
"8315",7,5,5
"8316",7,5,3
"8317",7,4,3
"8318",7,5,5
"8319",7,5,1
"8320",7,5,3
"8321",7,5,5
"8322",7,3,1
"8323",7,3,3
"8324",7,6,7
"8325",7,3,2
"8326",7,5,4
"8327",7,4,4
"8328",7,4,4
"8329",7,6,5
"8330",7,2,3
"8331",7,9,1
"8332",7,2,5
"8333",7,3,9
"8334",7,5,5
"8335",7,4,10
"8336",7,5,3
"8337",7,6,6
"8338",7,8,8
"8339",7,8,3
"8340",7,4,1
"8341",7,4,8
"8342",7,7,4
"8343",7,6,3
"8344",7,3,7
"8345",7,4,3
"8346",7,3,6
"8347",7,4,4
"8348",7,5,5
"8349",7,9,9
"8350",7,5,3
"8351",7,4,3
"8352",7,3,3
"8353",7,2,6
"8354",7,3,7
"8355",7,NA,6
"8356",7,7,1
"8357",7,5,1
"8358",7,10,4
"8359",7,1,7
"8360",7,2,1
"8361",7,4,1
"8362",7,5,8
"8363",7,6,1
"8364",7,3,1
"8365",7,2,3
"8366",7,7,8
"8367",7,5,4
"8368",7,5,6
"8369",7,4,8
"8370",7,6,6
"8371",7,4,1
"8372",7,5,5
"8373",7,3,5
"8374",7,2,5
"8375",7,NA,NA
"8376",7,1,5
"8377",7,6,1
"8378",7,4,1
"8379",7,7,2
"8380",7,6,1
"8381",7,3,6
"8382",7,NA,1
"8383",7,7,4
"8384",7,5,4
"8385",7,4,4
"8386",7,5,5
"8387",7,3,2
"8388",7,4,1
"8389",7,6,6
"8390",7,7,7
"8391",7,5,5
"8392",7,7,5
"8393",7,5,1
"8394",7,6,5
"8395",7,4,3
"8396",7,3,6
"8397",7,6,1
"8398",7,6,10
"8399",7,7,3
"8400",7,5,10
"8401",7,7,5
"8402",7,9,9
"8403",7,5,1
"8404",7,4,4
"8405",7,6,6
"8406",7,3,3
"8407",7,4,10
"8408",7,4,1
"8409",7,3,4
"8410",7,7,2
"8411",7,7,5
"8412",7,1,5
"8413",7,6,10
"8414",7,6,5
"8415",7,3,3
"8416",7,5,4
"8417",7,3,5
"8418",7,7,6
"8419",7,5,6
"8420",7,2,8
"8421",7,6,4
